czone,year,dem_votes,rep_votes,turnout,dem_share,rep_share,population,mean_age,share_age_18_34,share_age_65_plus,share_college,share_no_hs,median_wage,mean_wage,share_white,share_black,share_hispanic
7400,2016,606742.0,509878.0,1158504,0.5433737529329584,0.45662624706704164,7409743.258175111,38.565950896818755,0.24219625812731496,0.15435248430462525,0.21413538798517096,0.2857925628439873,30000.0,40261.29264529409,0.7201836729741917,0.16003383551980627,0.27797869328735925
7400,2020,737685.0,632739.0,1384453,0.5382896096390606,0.4617103903609394,2652624.390363824,39.03688196599332,0.24045009882685225,0.1626074421944078,0.2374452631116825,0.27439341879363593,33716.0,45940.014508961205,0.668449900149344,0.16055598699071255,0.30195710467232834
7500,2012,149622.0,163785.0,316455,0.47740478036546724,0.5225952196345327,417415.0,36.668049782590465,0.2453769030820646,0.12447803744474924,0.2097241354527269,0.3505360372770504,30635.0,44627.06828982385,0.6459997843872405,0.06071655307068505,0.3722698034330343
7500,2016,141211.0,198995.0,351489,0.4150749839802943,0.5849250160197057,2099949.048808031,44.3325810806541,0.18849639542524246,0.24512698632009625,0.17221930542299616,0.2540417931154498,27000.0,35598.28680449925,0.8335474446371258,0.11236054981407059,0.11882840811477366
7500,2020,169263.0,242378.0,415528,0.4111908191846779,0.5888091808153221,736970.7955288216,44.731935955195695,0.1879581123163855,0.2532037177947795,0.1835853607775902,0.2458931615801025,31589.0,42424.863201748994,0.797320376281775,0.10977640173234988,0.13342747802333418
7600,2012,277822.0,412924.0,696875,0.40220573119496894,0.5977942688050311,253385.448,36.30851080287768,0.24502115843684916,0.12051757605274949,0.2139538968315181,0.36717758156340535,31657.0,46497.98766808288,0.6290128389693476,0.05452538852981013,0.38112835903662473
7600,2016,296540.0,435140.0,757850,0.4052864640279904,0.5947135359720096,4520372.180607401,38.322995896290415,0.2318412929484339,0.1459143079531944,0.20506391909654706,0.29744905256883764,30000.0,43109.08559160961,0.6981826333415824,0.2198823819147984,0.08168515784072584
7600,2020,372324.0,483665.0,866717,0.43496353340989197,0.5650364665901081,1592141.0511556799,38.86160988708987,0.22864774671194593,0.1580260107380996,0.2230692012238166,0.28478636081337516,34301.0,48822.2698011694,0.674510737477924,0.2170742212000698,0.09222726790251938
7800,2012,95291.0,137705.0,235320,0.4089812700647221,0.5910187299352778,324145.055,36.28118565313299,0.2510847281011275,0.114400862909971,0.2077214535942867,0.3532258358838762,30635.0,46363.14393554725,0.6207204641761388,0.06824529221955893,0.3695139449219733
7800,2016,84830.0,162289.0,254400,0.34327591160533993,0.65672408839466,1553223.8073736727,47.41064795216541,0.15919349836265584,0.32034894759119653,0.15370541937673976,0.2577136826619505,25800.0,33874.3785357015,0.84439303711364,0.10428192159358571,0.10436547070376356
7800,2020,101950.0,193178.0,297584,0.3454433330622645,0.6545566669377355,545089.538567841,47.811086729331905,0.1604010217396051,0.33066820072180764,0.17034557289403085,0.24594650980903568,29989.0,39502.470989027046,0.8293584070203882,0.10359621859583727,0.11729100035532772
7900,2012,84165.0,84019.0,170695,0.5004340484231556,0.4995659515768444,280175.94,36.17805634916403,0.2492333567257774,0.11397984780563242,0.20083386532048397,0.364567953265366,30635.0,46514.89289720503,0.6460890717454182,0.05742454544812092,0.38772370675369194
7900,2016,87587.0,86652.0,181380,0.5026830962069342,0.49731690379306587,1143160.7155812085,37.52677001922783,0.3172661084421709,0.14701674257584388,0.22047453153330301,0.2693156245304163,27000.0,36547.0811826001,0.727275448636252,0.1899865245904567,0.08235660011799852
7900,2020,103187.0,97842.0,203478,0.5132941018460023,0.4867058981539977,391948.770600304,38.060055170222384,0.31275688670741547,0.15858219771257692,0.2403923806441821,0.2559063332077687,30203.0,40871.84807280802,0.7083611070078902,0.1886858988996152,0.09110496588081589
8100,2012,190920.0,163890.0,359462,0.5380908091654688,0.46190919083453114,932093.4455094064,37.2712588231151,0.2351943038180359,0.13142899402218036,0.1930486998041603,0.32493989572863896,28000.0,39708.284132956585,0.6918174526016222,0.21307779157721782,0.1038772351247088
8100,2016,189096.0,167783.0,373912,0.52986026076065,0.47013973923935004,2607857.4226985853,37.705729583732854,0.25478545074964326,0.1405149185677968,0.20985333891811497,0.2988478129942214,28800.0,37432.70214354418,0.5899521072369844,0.34742388278775455,0.05012526934996918
8202,2012,141949.0,157078.0,303843,0.4747029532450247,0.5252970467549753,728615.0012508733,36.70709843233147,0.2472037815330005,0.12807567843442472,0.2043950709815906,0.33151047618020896,29494.0,40266.25704333143,0.7119141326200316,0.1866447666673559,0.11495521382133168
8202,2016,151686.0,164108.0,335680,0.48033211523968156,0.5196678847603184,2344822.313387369,37.77720761522033,0.2515729849547565,0.1393736288205866,0.24036896684740663,0.2936169755539964,30000.0,43716.93742361903,0.6628293455944293,0.27788328813154245,0.052038965003956515
8300,2012,139667.0,265021.0,411535,0.3451226623967106,0.6548773376032895,931377.9430342214,38.018695474368364,0.22468317053491407,0.14219685937001383,0.18950810351316616,0.3328503389714639,28125.0,39832.09486821629,0.744811482677333,0.17012973206198664,0.10154946201998688
8300,2016,139752.0,287670.0,449652,0.3269649199152126,0.6730350800847874,3175512.9548745155,39.0117209537368,0.22479893015803995,0.16326627669161145,0.19137331809126318,0.32427050293686766,30000.0,37759.093050259115,0.7689560687626182,0.17820058297228403,0.06212238554032136
8401,2012,114715.0,133064.0,250420,0.4629730525992921,0.5370269474007079,239790.34821926057,40.050996050799476,0.22114932306840102,0.16603659838084991,0.1697674327921777,0.3070456613990192,26334.0,31509.176641451173,0.7433410811296665,0.18406277604223048,0.06481183668560567
8401,2016,111350.0,135625.0,256064,0.45085534973175423,0.5491446502682458,1812399.7680184375,38.088388423249754,0.2360276269975687,0.14844385718833003,0.1714201418678795,0.328696889751091,30000.0,37761.15461138589,0.5844913332197524,0.3575810597612385,0.051485159844651976
8503,2016,30410.0,59502.0,92082,0.3382195924904351,0.6617804075095649,801068.7983849198,36.485761804699486,0.25836508785915524,0.14045807112073722,0.11876105578717401,0.36386920257697164,25000.0,32020.729591231408,0.6241380086559812,0.3363384188772014,0.06293261678269021
8800,2012,104505.0,119216.0,226215,0.46712199570000135,0.5328780042999987,258601.0,38.50127029671192,0.21120181283135023,0.1552004825967417,0.17607820542070604,0.3450102667816443,27388.0,37423.55065739256,0.6547499816319349,0.2580500462101848,0.10696401019330938
8800,2016,109251.0,122200.0,240724,0.4720264764464185,0.5279735235535815,1718213.420838602,38.522710110239395,0.25894097855706716,0.17135518653732545,0.22773588638145909,0.28776604779616477,28000.0,38462.04800146924,0.6148931810174421,0.3111263485100133,0.08507301500750938
8900,2012,83530.0,94931.0,180134,0.4680574467250548,0.5319425532749452,38570.724,37.226454214341416,0.25298267670578334,0.13272748004419102,0.20612996530736627,0.34696211561908974,31200.0,45938.02244198312,0.6221700427505586,0.052874688066524234,0.36277812674711524
8900,2016,78865.0,95913.0,179887,0.4512295597844122,0.5487704402155877,1319920.7824558984,37.59708390311492,0.2332851370280035,0.1428357098674826,0.15311877817493233,0.33589786709524594,27000.0,37104.96784433065,0.5532872597588874,0.38767760342359636,0.04463384208612114
9100,2012,1042817.0,937065.0,2006065,0.5267066421130148,0.4732933578869852,2094472.3,36.87810425948341,0.2463266962279711,0.123522213208549,0.21032497970968628,0.35275727351467,30000.0,45817.37881243555,0.6320623614836062,0.054858952300300176,0.3798861183315721
9100,2016,1185103.0,880534.0,2154605,0.573722778978107,0.426277221021893,15199216.947951293,35.93374454427934,0.23489002315014365,0.10830800041520063,0.2621220726025341,0.3243962671410938,35000.0,49279.0702354207,0.5234068660757119,0.35228767905729647,0.11132148264051162
9301,2012,40288.0,58332.0,100761,0.40851754208071384,0.5914824579192861,59122.656,36.17713250230166,0.24845460258077715,0.11833433193529058,0.2178243142527291,0.3606365722135352,30000.0,46873.15766297083,0.6420085051659384,0.04767715442283242,0.3983618056671879
9301,2016,46020.0,61076.0,112857,0.42970792559946214,0.5702920744005379,804897.6787804179,36.14718044349296,0.30898815324371554,0.13282791651378043,0.20671025671956955,0.3011282214942851,28000.0,33722.62806331432,0.7143927747203666,0.21728601495479274,0.07738535918806551
9400,2012,24044.0,101434.0,127297,0.19161924799566457,0.8083807520043355,56054.507000000005,36.925826838509174,0.2628741699574666,0.13653949360396658,0.20370385203815994,0.35209823538364193,30000.0,44162.52038019294,0.6121768941790889,0.05962689137556772,0.3735972381310927
9400,2016,27732.0,112221.0,145350,0.1981522368223618,0.8018477631776382,1087891.6915128177,38.43199722878384,0.21464121604897135,0.16313825895560274,0.14538375851200844,0.38086180309062617,28000.0,36015.51191187686,0.8641467157437577,0.06951733316419786,0.18109070580962347
9600,2012,67571.0,145118.0,215209,0.3176986115878113,0.6823013884121887,74679.076,36.48663416778215,0.2596947235929914,0.12454797914210937,0.21442770663097116,0.35737118654226524,30000.0,45062.622396514154,0.6369498331768325,0.055286396419795006,0.38006213413781387
9600,2016,62979.0,155444.0,226101,0.2883350196636801,0.7116649803363199,1611738.3463221337,38.36149380134767,0.21766845209224156,0.14978804510752136,0.15021579127724094,0.34279708900421013,30000.0,37815.0582221743,0.6867855142329155,0.26100413654957794,0.05241955797160759
9600,2020,24459.0,58897.0,84331,0.29342818753299105,0.706571812467009,545085.7927838814,38.997314792881674,0.21782835477603996,0.16185946605168633,0.16188082567524698,0.3253434861532344,33412.0,44322.14430517206,0.6708520441889209,0.26656828631933366,0.057144056976922035
9800,2016,32326.0,37188.0,73041,0.4650286273268694,0.5349713726731306,580237.0961723783,35.275205158728824,0.32113950043589556,0.1173536188834705,0.2062082108222619,0.29001224287863686,27400.0,35443.35032799082,0.6716375628445073,0.26906602496297993,0.03743387785003924
9800,2020,38414.0,44908.0,84785,0.46103070017522385,0.5389692998247761,199263.91843534852,36.18879841935644,0.30825583043593324,0.12977398875858706,0.2259307968164378,0.2763531298934441,30925.0,41105.907682719,0.661615033031753,0.26652453089840344,0.03829739836739934
9900,2012,129803.0,110575.0,242970,0.5399953406717752,0.4600046593282247,376453.821,35.98281812366038,0.24405017528033007,0.11458022629553813,0.20847897835522305,0.3640754067415881,30635.0,46795.20893162364,0.6288359628577126,0.05822807148502818,0.37894590529338795
9900,2016,126383.0,112566.0,247329,0.5289120272526774,0.47108797274732267,1510086.9949829578,37.53568064306256,0.3033485640584999,0.14217486605123492,0.22010994600952472,0.2756461731775716,28000.0,35513.297925495186,0.6700792824062789,0.27194203278127155,0.06148658538909525
9900,2020,140858.0,123835.0,267447,0.5321561204867525,0.4678438795132474,510488.97285199165,38.310759361135055,0.2941821409459321,0.15651156364300062,0.23671687427561822,0.2642620072330858,30925.0,40603.840022073375,0.6540699511160488,0.27062595747384044,0.06472908427735022
10000,2012,25910.0,65441.0,92443,0.28363126840428676,0.7163687315957132,26077.653000000002,35.72966129275514,0.25105771596853443,0.11299502298002048,0.20683605997825036,0.3725382801895553,30329.0,45319.12020143044,0.6233499233999317,0.0603195770723692,0.3853499392755936
10000,2016,25261.0,71648.0,100761,0.26066722389045394,0.7393327761095461,629415.1507159919,40.3393007999795,0.21567466006530017,0.175928681495439,0.1546440261492767,0.3055329220118754,28000.0,37149.513693833665,0.815713052034074,0.12230314560392355,0.055769362883143145
10000,2020,29719.0,76885.0,108036,0.2787794079021425,0.7212205920978575,214197.50445233285,41.01294678681183,0.2088482081447682,0.18273172906608043,0.1708750821855035,0.28689743618457003,30925.0,40981.84600161768,0.8034169469217455,0.11609398089155183,0.06208019711962516
10700,2012,197147.0,305838.0,507498,0.3919540344145452,0.6080459655854549,490245.0,37.865446868402536,0.23082948321757488,0.14242674581076809,0.13952003590041714,0.3634427684117125,27388.0,35278.66843839503,0.6925985986598537,0.26412100072412775,0.04931411845097859
10700,2016,194304.0,310368.0,525675,0.38501046224082175,0.6149895377591782,3371078.4562349534,38.64199993369588,0.22010862165095185,0.15213192546234822,0.21001071471446303,0.31273970122285333,30000.0,43386.73517605071,0.6559019919713054,0.2885411568116328,0.04355560774806059
10700,2020,232891.0,332385.0,573988,0.4119952023436339,0.588004797656366,1132072.0430657663,39.083034420366786,0.21970587887594895,0.16356023597683197,0.22758042049242733,0.30008261233618466,35437.0,50118.889809226945,0.6510388847525396,0.29039854683547023,0.04571863496020883
10801,2016,55071.0,64830.0,123629,0.45930392573873446,0.5406960742612655,871119.7768585086,37.07702373702754,0.2900843823982479,0.1396167393884441,0.1596810397087963,0.3125628115081035,25000.0,34245.80715610964,0.5588498371126982,0.41477002060341533,0.02427592687193273
10801,2020,60504.0,68697.0,130761,0.4682935890589082,0.5317064109410918,291398.2916702628,37.53580014572173,0.2837080367585251,0.15087890864256512,0.17231834800505638,0.2872013179244729,29058.0,38097.853414276404,0.5500420448013007,0.411860892928754,0.033194725382260225
10900,2012,106045.0,238555.0,348640,0.307733604178758,0.692266395821242,285641.2,36.76585142479446,0.24676706301471915,0.12397749344282268,0.2086353089120197,0.3621956496471797,30635.0,46016.92592212556,0.6393769526244814,0.054537230623593516,0.3802261018368498
10900,2016,106581.0,251796.0,374706,0.2973991076436267,0.7026008923563734,2184298.991036415,38.78762626427425,0.25012401947753027,0.1572586676384979,0.19346660055117737,0.27925087539936105,29000.0,38143.997893848275,0.7583170525773006,0.1438680246126861,0.06359918605956506
10900,2020,143127.0,286804.0,437384,0.33290690831784636,0.6670930916821537,754871.2382482812,39.15386813301652,0.24405268314334239,0.1641020739584418,0.2057771393322085,0.27482299434229107,31679.0,43334.07439506124,0.748785609535828,0.14279445247782507,0.0683959397383904
11001,2016,103106.0,182918.0,295634,0.3604802394204682,0.6395197605795317,2017633.460456947,39.2547551883377,0.21586886247582565,0.16560815365395612,0.16917457403002922,0.31978537271510243,29950.0,39608.60866652796,0.6697174893763266,0.2819565502735897,0.03121500344973746
11001,2020,116113.0,200508.0,320757,0.3667255172588047,0.6332744827411954,684171.1835485838,39.84871288450915,0.2121388969296084,0.17823124035231822,0.18427417893256826,0.306305671118037,32000.0,44835.85647322468,0.6643615027786464,0.27619005152535026,0.03296001553214935
11302,2012,737496.0,497341.0,1265540,0.5972415792529703,0.4027584207470298,2694647.9984199507,37.953592456839026,0.23436901584179945,0.12990453675311586,0.25644907935767886,0.29945915042635673,40847.0,51320.19834591329,0.6277810670223588,0.27914221216899665,0.050976231294050454
11302,2016,725745.0,480644.0,1287878,0.601584563519727,0.39841543648027294,8234113.998487248,38.485075503094755,0.23757407289155874,0.14282435244109776,0.2769299763625275,0.28001810543172545,43000.0,54415.00792932044,0.6059503171155145,0.29493932341702594,0.05491459055983634
11304,2012,1762539.0,774737.0,2579111,0.6946579717776071,0.3053420282223928,4620788.213295878,37.06953887753576,0.23221482662460224,0.11759180772736284,0.2739701041394476,0.31083729881379885,40000.0,53346.63249053929,0.6164787228229904,0.22983273976989121,0.1279800174611502
11304,2016,1889368.0,660215.0,2710040,0.7410498108906437,0.2589501891093563,17310815.37052546,36.974503186859536,0.24310645919653515,0.11734367802785652,0.36041026614544924,0.29421818708116154,50000.0,64695.10648312883,0.5365199732911268,0.25903851869670497,0.15490982369184753
11304,2020,317323.0,18586.0,344356,0.9446695384761944,0.05533046152380555,5904834.301150216,37.6162601339186,0.2370574745223832,0.13076771047727295,0.37746920440631937,0.2850498949890436,56696.0,73192.36315876416,0.508688650077474,0.25743316217021706,0.16087976254449335
11500,2012,61183.0,70376.0,133270,0.4650613032935793,0.5349386967064207,333968.0,38.95333385234513,0.23043525128155992,0.15522145834331433,0.18911392708283428,0.30443635318353857,30000.0,41493.45077563375,0.7693551477985915,0.16345877449336463,0.13473446557754037
11500,2016,47344.0,80318.0,135556,0.3708542871018784,0.6291457128981216,912213.0,40.043744169399034,0.2106865392183624,0.16816028712592343,0.1427429777913711,0.288912786816237,28600.0,36739.9616365306,0.9046450774106486,0.05523161805411675,0.04556720853572576
11500,2020,58796.0,95950.0,157538,0.3799516627247231,0.6200483372752769,301875.0,40.65701366459627,0.21005714285714286,0.18359585921325053,0.14859130434782608,0.27810848861283644,30925.0,40286.985595095255,0.8998790890269152,0.05007370600414079,0.04943768115942029
11600,2012,1517136.0,980474.0,2521724,0.6074351079632129,0.3925648920367872,4578598.389618311,38.892274395288936,0.22501484937289065,0.14889618424211362,0.21183566892757238,0.3044936729010208,31601.0,42837.53247800891,0.7233955846390693,0.19818139280452754,0.11734059927174426
11600,2016,1359155.0,1055111.0,2529050,0.5629682064859465,0.4370317935140535,15537299.973587774,39.07829396606646,0.219570460297074,0.15064655990070513,0.21832686327007877,0.28985636484182264,33000.0,45403.64918617896,0.7096058257036256,0.21066816207352762,0.04198928280245574
11600,2020,1649059.0,1220334.0,2908435,0.5747065668592626,0.4252934331407374,5201160.43282872,39.612244867769824,0.2238890436880765,0.16415638946764077,0.23638192609564568,0.27516591746820673,38141.0,51660.721575517455,0.6968804324928379,0.2063612951561061,0.04493776197147593
11700,2012,126951.0,92153.0,221933,0.5794097780049656,0.4205902219950343,329508.997056216,36.740492668808756,0.3059279109707254,0.1252924806014263,0.23785086284090695,0.24868516511826447,25496.0,36316.07852729089,0.8198471046865453,0.0867199385892136,0.07866856498634851
11700,2016,120540.0,93113.0,228014,0.5641858527612531,0.43581414723874695,1418327.9989798646,37.423893447294056,0.28668968073858964,0.13909405959838705,0.2319378875653974,0.2533602947366941,29000.0,36838.66905385085,0.8068944542878455,0.08843511618716456,0.06594595930240701
11700,2020,147479.0,104535.0,256804,0.5852016157832501,0.41479838421674986,479953.9996693842,37.96643424356662,0.2861045027389981,0.151856219131731,0.25343678778819995,0.24038136993341688,32986.0,42588.203623204405,0.7958116802193799,0.09201715270983532,0.06846072791958625
11900,2012,127080.0,125314.0,255108,0.5034984983795178,0.4965015016204823,599677.5075121224,38.63911409664485,0.22998527925966927,0.14835896144843752,0.1845236021663409,0.30152957809806,25530.0,35598.41627765418,0.8383498206306007,0.08933539840297598,0.08987322663951872
11900,2016,99859.0,138511.0,251684,0.4189243612870747,0.5810756387129253,1527593.6433623433,41.28459437952671,0.20021026101113534,0.18962741574907618,0.14785652092171048,0.28092496895098346,27000.0,36441.14131302658,0.8763862763056853,0.07638717793141456,0.052790420809022694
11900,2020,119232.0,160434.0,284008,0.4263371307202163,0.5736628692797837,503195.8422011435,41.930579912879665,0.20096768825064612,0.20426607195510044,0.1594864936938187,0.26999314218644516,30375.0,42407.18016551003,0.8662386134366347,0.07821226430400652,0.05662239267794523
12100,2012,126099.0,113791.0,242854,0.5256534244862229,0.4743465755137771,558168.7429629398,38.953101772482064,0.23079345072871058,0.15082716494871903,0.19337859359913445,0.2958700717144723,30000.0,40059.02656357953,0.7916758000772748,0.1319747519503064,0.10812628461512397
12100,2016,113677.0,119620.0,248804,0.4872630166697386,0.5127369833302614,1591984.8272380847,38.477006662911435,0.2427868792903838,0.1546018239326668,0.1926577377662282,0.2804135937350067,30000.0,37895.74901813521,0.8467768414828958,0.08264959770942568,0.05271183777184282
12100,2020,141163.0,138106.0,284666,0.5054732175787502,0.49452678242124976,536993.7779193055,38.828227275243144,0.24284436683496144,0.16421950421536602,0.2116482773210016,0.2749129307914309,33412.0,43802.59368247153,0.8333406151755725,0.08605699678769597,0.05657144019253669
12200,2012,277626.0,352730.0,638199,0.44042731408918134,0.5595726859108187,1387889.5645115776,39.04527123332891,0.224415370937268,0.15705464213000794,0.18722023346974084,0.30510170243193846,27000.0,38215.49638207354,0.8083327233055846,0.12311174469321072,0.11469731017287334
12200,2016,265421.0,362900.0,672825,0.4224289813646209,0.5775710186353791,4214413.582825434,37.54984096674429,0.23891094471964214,0.1402233147260751,0.19125691363438235,0.30599677605011805,29000.0,38165.17605547968,0.8473035058508896,0.07078429228397908,0.08339528393098668
12200,2020,356133.0,423400.0,794831,0.4568542960977919,0.5431457039022081,1435012.3738132378,38.09477922835751,0.2382683890470918,0.15130033113214833,0.21053133532041915,0.2927131255132214,32360.0,44330.599408647744,0.8344551985796718,0.06759167738033858,0.08757414705945434
12501,2012,250562.0,314545.0,574842,0.44338859720371543,0.5566114027962846,953180.9822744004,37.795079187076034,0.21334123950816047,0.1361111774998706,0.17551401989890314,0.33167787225725465,30000.0,39845.21184812301,0.8207863198851685,0.12900774220225159,0.0335771345837002
12501,2016,209686.0,327369.0,563786,0.39043673366787385,0.6095632663321261,3488135.5254553594,39.63749881335602,0.2173703352785877,0.1703570651917872,0.17081520409773715,0.29493065124991713,30000.0,37750.6478404114,0.8291656344480699,0.11922326825964526,0.02398824926474497
12501,2020,233407.0,353510.0,596873,0.39768314770231566,0.6023168522976844,1165278.1698456556,39.91147315563913,0.2202081063602533,0.18002591101440887,0.18603169035515701,0.2795274322525927,33000.0,43126.37560358786,0.8183643150447126,0.11654688098731862,0.027300301298046784
12701,2012,418301.0,570581.0,1004438,0.4230039580051007,0.5769960419948993,1600260.5187835805,36.971926372306584,0.2298947414743752,0.12192823150878444,0.18457428640630782,0.3359368753606263,30000.0,39993.22677767296,0.7536780695303317,0.18678064778117215,0.05210234314441677
12701,2016,399206.0,570439.0,1021332,0.4117032522211737,0.5882967477788262,6321422.137900013,37.9949774715859,0.2263963243548139,0.1406732743142508,0.22588479246731077,0.3019029223886692,34000.0,45628.23714636932,0.8172637440628886,0.12609497765904654,0.029725126312893414
12701,2020,402576.0,481186.0,897487,0.4555253563742275,0.5444746436257726,2140957.8687805263,38.39279004315866,0.22821210500880687,0.15207668724194948,0.24308599097502628,0.28815107346348634,37753.0,51809.247516742405,0.803200680691179,0.12354848713596571,0.03399006961421715
12901,2012,110529.0,140171.0,256117,0.44088153171120864,0.5591184682887914,656617.6388638172,37.016430630459894,0.2596489250937804,0.12167805376151562,0.21228437701886407,0.31701955684156413,28082.0,37707.9782476232,0.8452256768637887,0.0878206233694958,0.05919986478884758
12901,2016,114817.0,146866.0,279292,0.43876369500502516,0.5612363049949748,1877035.238405694,37.563551076694516,0.2552949619042649,0.13459803107906224,0.22882326353113858,0.29714388150700477,30000.0,39325.59082390184,0.8338790466159611,0.09759748471215692,0.05099538555595894
13000,2012,26638.0,45303.0,73138,0.37027564254041506,0.6297243574595849,194269.168475017,37.881213363341686,0.20726394659408548,0.13339896014716324,0.11057870187684063,0.36268664287285624,24304.0,32144.580949535968,0.9000275086746437,0.0604743045005618,0.029587052290909865
13000,2016,22167.0,55133.0,81104,0.2867658473479948,0.7132341526520052,593794.1440600997,38.11051245820871,0.21249992922812433,0.1445911049757692,0.11977826246783613,0.33742037369818734,26950.0,35367.76082722801,0.8648807850886152,0.07527274588686703,0.03790118092727569
13101,2012,265281.0,276286.0,550375,0.4898396689606272,0.5101603310393727,1023240.6407059566,38.02261524264127,0.22223990516982098,0.13333501604607395,0.19614338004415804,0.3190543542997278,31000.0,39651.801483379924,0.7866214551962162,0.16322598269271968,0.042468783415099895
13101,2016,260879.0,291417.0,582370,0.4723535930008546,0.5276464069991453,3751012.752254338,38.7304343987584,0.21918518690302127,0.14798426626636116,0.20157045019791475,0.3055872991945891,31200.0,42320.036291855584,0.8036986925394543,0.14297577020728075,0.044104060345416696
13101,2020,50086.0,84230.0,136990,0.37289675094553143,0.6271032490544686,1266505.8237823092,39.222536719919056,0.2211180585543188,0.1604724285358829,0.21629285659845573,0.28956058256058825,36079.0,47941.82096477304,0.7858938042607179,0.1482102507809191,0.0499998708051339
13200,2012,28524.0,47957.0,77866,0.3729553745374668,0.6270446254625331,195492.10230351426,38.0983975096907,0.22105556921625372,0.1422740434131042,0.1040326026916122,0.3534393516274823,25000.0,32924.06633403217,0.8990305928344287,0.07095621171068994,0.025742500316928346
13200,2016,22694.0,56839.0,83702,0.28534067619730175,0.7146593238026983,563547.1797270197,39.164009866682136,0.21213414702069608,0.16574376081522776,0.13343950420508757,0.3272392137885989,27000.0,37111.96441605872,0.9085049981574727,0.049867722434319056,0.021956162360720784
13400,2012,36836.0,86538.0,125539,0.29857182226401024,0.7014281777359898,298751.9525037408,39.01820650398413,0.2038018419699128,0.16103891160442302,0.10620140423352216,0.34667989330041377,26334.0,32250.30133987272,0.9493478720048947,0.025410668229424078,0.017573999073988652
13400,2016,26277.0,92081.0,123784,0.22201287618918875,0.7779871238108113,761049.759423554,39.48723655690366,0.2077230924709038,0.1679543428066958,0.12388626330984473,0.29777807612439916,30000.0,35187.304236624004,0.9029220637652465,0.055660624786768385,0.028595802400063236
13400,2020,29092.0,101428.0,132430,0.2228930432117683,0.7771069567882317,251206.208423689,39.698460489542235,0.20676744867028538,0.17852392983416884,0.13406908391808084,0.2936118263996269,35000.0,41089.15725743054,0.8968128371959114,0.050261346772809176,0.034120400408310665
13501,2012,231962.0,165770.0,404979,0.5832118109681896,0.41678818903181036,981286.1150500979,37.506639429669335,0.22615171997927475,0.12800802501940692,0.17831682347017505,0.3238121360299816,28600.0,38629.81710152926,0.7393827615051299,0.19049772620725428,0.06023034677352745
13501,2016,183124.0,187120.0,393490,0.4946035587342401,0.5053964412657599,2468327.476269722,39.0712520590032,0.22817030383466239,0.15625165740810512,0.17431131705521913,0.28402377278686347,30000.0,38779.54724442522,0.8244000069229432,0.11032089599899697,0.06008699797334563
13501,2020,198737.0,211068.0,416909,0.4849550395920011,0.515044960407999,819672.7161332974,39.49797847012821,0.2282810153316505,0.1696607460300832,0.1849398556241356,0.2789600559635432,34086.0,44372.32939086331,0.8116700879568038,0.10994104046398352,0.06453711665573895
13600,2012,133569.0,138059.0,275891,0.4917350199537603,0.5082649800462397,363437.53975210845,38.33548065398209,0.22331382787735163,0.14728306757791776,0.1860034400073126,0.3296183408084698,30000.0,39406.63785629602,0.7154295640638965,0.14234327740816252,0.1598944301587368
13600,2016,116102.0,146253.0,277197,0.4425377827752473,0.5574622172247528,1964945.753011316,39.033868895922026,0.21809970578554821,0.16030341666038703,0.16990044491411946,0.31683137296238945,29000.0,38106.64133012017,0.8226943653922326,0.10881565671170677,0.07079206976990218
13600,2020,137253.0,160689.0,303454,0.46067019755522887,0.5393298024447711,655406.7470970973,39.5170476210188,0.219458188478078,0.17339265640604218,0.1822484984191578,0.29946946879607916,32360.0,42199.47848449784,0.8062146403369761,0.10750074087380336,0.07532596214347258
13700,2012,49551.0,82302.0,133900,0.37580487360924664,0.6241951263907534,179852.06410822915,38.30384261114016,0.23219552314255565,0.14588189621713052,0.1698190905013509,0.3259018148233135,28600.0,39123.550316220106,0.6660366515307413,0.2675990669301649,0.11024815089380614
13700,2016,39311.0,87760.0,133506,0.30936248239173375,0.6906375176082662,1183781.5143545866,37.60447739118121,0.20632388576778957,0.14903216301670816,0.1174757786089246,0.37540682981396506,30000.0,35865.58024262127,0.899127048389819,0.03674260863536821,0.10862253833492345
13700,2020,48544.0,101468.0,152682,0.3236007786043783,0.6763992213956217,397487.8260420561,38.06630077626662,0.20770611141313783,0.15981860125930236,0.12306648172381146,0.37590812251977873,33412.0,40327.532528833326,0.8865605724017231,0.035532429353451314,0.11536311241635283
14000,2012,69959.0,82938.0,156562,0.45755639417385563,0.5424436058261444,98502.54,36.15831114608821,0.24539925569432017,0.1162555300604431,0.22803711457592868,0.34529068996596424,32000.0,44552.89306275805,0.6819258670893156,0.04551349640323995,0.349900266531198
14000,2016,52571.0,98409.0,159796,0.3481984368790568,0.6518015631209432,1192364.1977735905,39.597487341187026,0.23859384974846923,0.17457870331567463,0.12874368355426455,0.2948368261184581,27000.0,31721.70157725412,0.9010592885459859,0.06122324851247286,0.028082444980421558
14000,2020,57446.0,103781.0,164594,0.35630508537651884,0.6436949146234812,392446.16266145674,40.049214978765214,0.24011075087269115,0.18181072441556922,0.13878778102476677,0.2802618311954187,30925.0,35544.30577685965,0.8937720633900014,0.05643339611532246,0.032321477958696776
14100,2012,89629.0,147705.0,241585,0.37764922008646046,0.6223507799135396,110383.0,35.66743067320149,0.25442323546198237,0.11893135718362428,0.2078127972604477,0.36870713787449155,31000.0,45738.10696808194,0.6509516864009857,0.06031725899821531,0.38235054310899325
