respondent_id,income_quintile,left_right
3067,5.0,3.0
635,,0.0
3642,3.0,
1992,3.0,-3.0
1291,5.0,3.0
1381,,0.0
580,4.0,3.0
329,,0.0
1710,4.0,3.0
893,3.0,-1.0
3698,,
781,2.0,3.0
160,,-1.0
1611,4.0,3.0
1721,,
3312,1.0,0.0
62,5.0,0.0
850,,1.0
3795,,0.0
3889,5.0,-3.0
1676,,0.0
1044,2.0,-3.0
3487,2.0,0.0
1545,2.0,0.0
2009,,
3986,3.0,-1.0
1071,2.0,-3.0
54,1.0,
3432,3.0,-3.0
259,5.0,1.0
506,5.0,2.0
753,3.0,2.0
3006,5.0,0.0
218,,
825,5.0,
1583,,3.0
3997,3.0,
3900,,0.0
1390,,0.0
3494,,3.0
1267,4.0,
3455,4.0,
1780,1.0,0.0
772,3.0,0.0
3799,1.0,
1925,2.0,
3680,4.0,2.0
1086,4.0,0.0
3740,3.0,3.0
3957,,1.0
1326,2.0,
3978,5.0,0.0
1621,3.0,2.0
3533,4.0,0.0
1714,1.0,
1952,5.0,0.0
1748,1.0,3.0
1749,5.0,0.0
1784,5.0,-1.0
1164,,
964,4.0,-2.0
3899,3.0,
1730,4.0,2.0
399,4.0,1.0
585,5.0,2.0
949,3.0,1.0
705,5.0,
432,,1.0
293,2.0,-3.0
146,,3.0
324,,1.0
3940,3.0,1.0
1166,2.0,-1.0
1453,,0.0
3,1.0,1.0
577,3.0,
3288,4.0,-1.0
340,,-1.0
3087,,
1652,4.0,0.0
926,,1.0
266,3.0,
377,5.0,-2.0
1934,4.0,0.0
1464,1.0,0.0
272,5.0,2.0
697,3.0,0.0
3973,4.0,3.0
245,,
3810,1.0,-1.0
477,4.0,-3.0
1766,3.0,
1938,,-3.0
1919,5.0,-1.0
1744,2.0,-1.0
3530,4.0,
3944,5.0,2.0
3951,1.0,0.0
3398,5.0,2.0
1941,3.0,0.0
251,2.0,1.0
414,2.0,3.0
546,4.0,
1194,,0.0
739,3.0,0.0
311,,-1.0
1757,3.0,-1.0
894,,0.0
1132,5.0,-3.0
1450,2.0,0.0
3904,,3.0
16,1.0,-2.0
2024,,0.0
722,5.0,0.0
1421,3.0,-1.0
3628,,0.0
982,1.0,
3343,,0.0
1540,5.0,-1.0
3523,,0.0
1551,5.0,-1.0
3627,5.0,0.0
364,,
983,4.0,
183,3.0,-2.0
986,1.0,
3218,,0.0
1195,,2.0
3541,1.0,-2.0
1743,5.0,0.0
1122,2.0,
188,3.0,
620,4.0,0.0
3784,4.0,0.0
1176,5.0,2.0
1183,2.0,3.0
3372,3.0,-1.0
3262,2.0,0.0
615,1.0,-3.0
1514,,0.0
1467,1.0,
402,1.0,
995,,0.0
935,3.0,-1.0
372,,
1996,,2.0
3152,1.0,
594,5.0,0.0
1984,5.0,1.0
727,1.0,-2.0
827,2.0,
1742,4.0,0.0
688,2.0,1.0
3202,2.0,
137,3.0,2.0
3439,3.0,3.0
629,5.0,-3.0
335,,3.0
391,1.0,-1.0
3297,3.0,1.0
1110,,3.0
1806,4.0,3.0
3694,,2.0
711,,0.0
1040,3.0,1.0
3040,3.0,0.0
1963,4.0,2.0
3589,,1.0
1562,1.0,0.0
3753,2.0,0.0
1595,,0.0
3845,3.0,0.0
3714,3.0,
1113,5.0,-3.0
466,,1.0
1561,,-1.0
1224,4.0,
3118,3.0,
3966,4.0,1.0
3336,4.0,-1.0
1509,,0.0
1105,1.0,
661,2.0,
339,,-1.0
216,,0.0
1616,1.0,-2.0
3165,,0.0
3507,5.0,
3801,5.0,2.0
1593,,
3848,,-2.0
3877,4.0,
3620,3.0,0.0
817,4.0,0.0
1068,,0.0
3110,1.0,-3.0
275,1.0,
3232,,0.0
866,,
102,1.0,0.0
1502,,-2.0
3265,4.0,2.0
172,3.0,1.0
108,2.0,3.0
3046,5.0,-2.0
1522,5.0,
3987,,3.0
3189,,0.0
2030,,
1834,5.0,-2.0
3181,5.0,
3397,5.0,3.0
3238,2.0,0.0
3328,,-1.0
3644,5.0,
3294,4.0,-1.0
296,5.0,0.0
713,4.0,0.0
73,,1.0
2026,3.0,0.0
3732,3.0,0.0
3555,5.0,
3882,1.0,3.0
482,5.0,
3205,1.0,-1.0
1531,5.0,0.0
3547,1.0,
1515,,
3958,4.0,0.0
1763,2.0,3.0
1491,,0.0
1172,5.0,0.0
3683,5.0,0.0
1898,3.0,3.0
3060,1.0,3.0
3203,2.0,-1.0
3259,3.0,
406,1.0,0.0
758,3.0,
2031,5.0,1.0
3171,1.0,1.0
1950,3.0,
98,,1.0
1334,3.0,3.0
3377,2.0,0.0
744,1.0,0.0
807,,-2.0
3765,1.0,
3556,3.0,-3.0
3491,3.0,3.0
1536,2.0,-3.0
3036,,1.0
3092,1.0,-2.0
149,3.0,3.0
1843,4.0,-2.0
3039,3.0,
3167,5.0,0.0
1316,2.0,0.0
693,5.0,-1.0
819,,-1.0
1729,1.0,0.0
1387,5.0,3.0
3269,,1.0
3042,2.0,2.0
1600,5.0,0.0
3738,1.0,2.0
3446,4.0,-3.0
702,1.0,0.0
1949,3.0,
3896,4.0,3.0
922,3.0,2.0
1425,3.0,0.0
1709,5.0,1.0
906,3.0,
455,2.0,0.0
3068,3.0,
3080,5.0,3.0
3888,,2.0
1841,,0.0
168,2.0,
731,,3.0
3145,,0.0
1311,2.0,1.0
27,3.0,0.0
2006,4.0,0.0
1653,,1.0
1623,4.0,-2.0
588,,1.0
1402,,1.0
998,,2.0
1177,,-1.0
1701,4.0,2.0
1041,5.0,2.0
34,4.0,-3.0
2025,4.0,-2.0
3356,3.0,
1380,5.0,0.0
42,2.0,-1.0
1862,3.0,
3385,2.0,1.0
3600,4.0,-3.0
3002,4.0,3.0
1881,3.0,-1.0
1863,3.0,
610,4.0,3.0
1133,,3.0
29,2.0,3.0
442,4.0,-1.0
3274,1.0,
3739,5.0,3.0
494,3.0,1.0
1259,5.0,0.0
3532,,
3353,5.0,-1.0
1383,5.0,0.0
1305,1.0,0.0
237,,1.0
552,1.0,0.0
521,,
3204,2.0,0.0
1233,,-2.0
1139,3.0,1.0
721,3.0,
736,3.0,
3648,2.0,-2.0
1751,5.0,0.0
59,3.0,
632,5.0,0.0
1182,1.0,
3190,4.0,1.0
593,1.0,2.0
1304,1.0,0.0
1388,,
3610,1.0,1.0
3625,3.0,
1916,1.0,0.0
940,1.0,
3785,2.0,3.0
1250,3.0,2.0
905,4.0,-1.0
3537,2.0,-2.0
1280,1.0,
3399,,1.0
3876,4.0,
3113,2.0,
3375,4.0,
3454,1.0,1.0
1143,5.0,3.0
3369,1.0,3.0
707,4.0,2.0
3819,5.0,1.0
1023,4.0,0.0
746,1.0,-1.0
1547,4.0,0.0
3345,5.0,3.0
3431,5.0,0.0
514,,
82,,
3656,,2.0
1309,,
3486,3.0,1.0
915,2.0,
1405,4.0,0.0
1648,,1.0
3756,,1.0
1109,2.0,1.0
151,5.0,-1.0
3722,5.0,0.0
775,3.0,
330,5.0,0.0
7,5.0,1.0
944,5.0,0.0
823,5.0,2.0
735,,0.0
910,,0.0
469,1.0,0.0
182,3.0,
165,,0.0
1524,4.0,
452,,1.0
491,,
814,1.0,-1.0
1144,2.0,0.0
1312,1.0,
3230,3.0,1.0
1112,,
3851,,1.0
1827,,0.0
1442,4.0,3.0
1962,4.0,0.0
1007,1.0,-1.0
1628,,
1633,3.0,
1075,5.0,0.0
579,2.0,0.0
3088,1.0,3.0
3333,,
3251,1.0,1.0
3290,,-1.0
328,1.0,0.0
1791,2.0,2.0
443,2.0,1.0
1859,2.0,
3298,4.0,
313,4.0,
833,3.0,0.0
3362,4.0,
3090,4.0,0.0
1415,,0.0
1202,1.0,
3302,4.0,0.0
1500,,3.0
3846,,
87,4.0,1.0
1404,5.0,-2.0
3923,4.0,0.0
3311,1.0,-2.0
1482,2.0,3.0
778,2.0,
800,5.0,-1.0
1667,3.0,1.0
1895,5.0,-1.0
55,3.0,3.0
3350,3.0,
1288,4.0,
1921,4.0,3.0
1668,4.0,1.0
3580,,
3141,5.0,2.0
1702,3.0,0.0
1246,3.0,3.0
114,3.0,3.0
3803,1.0,0.0
988,2.0,0.0
502,1.0,
3139,5.0,
1010,1.0,
1199,,0.0
1395,5.0,-1.0
590,,3.0
769,3.0,0.0
18,5.0,
1043,,3.0
1448,1.0,0.0
3452,,0.0
286,4.0,0.0
3633,,0.0
429,1.0,
1329,3.0,1.0
3142,,1.0
670,3.0,
32,,0.0
1342,,
723,5.0,1.0
952,4.0,0.0
1915,2.0,
3281,4.0,
215,,0.0
990,5.0,-2.0
1165,4.0,0.0
3789,5.0,1.0
3947,1.0,3.0
327,1.0,-2.0
561,,3.0
1384,3.0,0.0
1725,5.0,0.0
3948,5.0,3.0
342,,
1654,1.0,
148,3.0,0.0
3327,4.0,-1.0
3598,,0.0
1108,5.0,0.0
849,,0.0
967,,
1073,,1.0
3453,4.0,0.0
1906,,3.0
156,5.0,
666,4.0,0.0
1003,5.0,-2.0
3329,5.0,2.0
3509,1.0,3.0
177,3.0,0.0
3834,5.0,-2.0
1880,5.0,0.0
1525,1.0,-2.0
3814,,0.0
1204,3.0,
1991,,0.0
25,1.0,-3.0
3807,1.0,0.0
3014,1.0,
3064,3.0,2.0
3678,1.0,
876,2.0,2.0
3962,5.0,
939,4.0,0.0
3693,3.0,0.0
1553,3.0,3.0
347,,0.0
3499,2.0,
3971,1.0,0.0
1234,,
1927,4.0,-3.0
386,4.0,3.0
1830,1.0,0.0
3182,2.0,1.0
3660,2.0,0.0
3183,,0.0
3073,3.0,-3.0
937,3.0,1.0
3574,3.0,-1.0
3922,4.0,0.0
1333,3.0,3.0
1935,4.0,-1.0
936,2.0,0.0
567,3.0,-1.0
1855,4.0,3.0
3416,4.0,0.0
1646,5.0,-1.0
3105,,0.0
1793,1.0,0.0
1431,3.0,0.0
3309,2.0,-2.0
1014,,2.0
1929,,2.0
3235,,3.0
127,4.0,-1.0
3479,1.0,2.0
1348,,2.0
356,4.0,0.0
828,1.0,0.0
1640,,2.0
985,2.0,0.0
363,3.0,
3045,5.0,
3535,,0.0
712,,0.0
3048,3.0,0.0
11,4.0,1.0
3926,,2.0
1835,5.0,1.0
794,1.0,3.0
3761,4.0,
95,1.0,0.0
130,1.0,
3902,5.0,2.0
1901,4.0,0.0
3517,,0.0
1933,3.0,0.0
3133,4.0,3.0
1866,2.0,0.0
1659,1.0,
517,1.0,-1.0
1858,5.0,0.0
1278,3.0,0.0
951,,3.0
1121,2.0,
420,3.0,
923,5.0,1.0
3186,2.0,0.0
478,,
2036,4.0,
3164,5.0,
1693,5.0,0.0
3199,,
1472,4.0,0.0
1203,,
1670,4.0,3.0
3771,,-2.0
1971,1.0,3.0
821,,
1998,,3.0
3865,2.0,
1249,3.0,3.0
3655,3.0,
3608,,
1047,5.0,0.0
1889,,0.0
616,3.0,
1319,,
3881,,
3449,,1.0
1773,5.0,1.0
3949,5.0,2.0
132,1.0,0.0
78,,-1.0
3008,5.0,
725,,1.0
1315,3.0,-3.0
1852,,3.0
3284,1.0,-2.0
3543,4.0,3.0
1373,,
1856,3.0,0.0
1320,5.0,3.0
3871,,
3158,5.0,
376,3.0,0.0
1909,,
334,2.0,2.0
3239,3.0,2.0
3289,1.0,
1605,3.0,0.0
1119,,0.0
3825,,3.0
1944,4.0,1.0
3249,3.0,
3969,3.0,
1343,5.0,2.0
321,3.0,0.0
1620,2.0,0.0
3436,1.0,3.0
3016,4.0,0.0
1674,4.0,2.0
1943,1.0,0.0
261,,
3429,,2.0
2040,,0.0
690,,0.0
902,4.0,0.0
2027,2.0,
139,3.0,
1918,5.0,0.0
1829,5.0,
1574,4.0,1.0
320,2.0,1.0
654,4.0,
3093,,0.0
3310,,
559,,
113,1.0,3.0
532,,
225,1.0,0.0
724,5.0,0.0
3417,3.0,1.0
3564,,3.0
1434,4.0,-1.0
3605,3.0,-1.0
1459,3.0,3.0
3697,1.0,0.0
847,,0.0
194,2.0,1.0
1465,3.0,0.0
947,4.0,
2022,3.0,0.0
1630,3.0,3.0
118,4.0,-3.0
646,5.0,0.0
1871,2.0,3.0
4,5.0,2.0
75,3.0,
1756,5.0,-2.0
468,2.0,0.0
6,,0.0
1247,4.0,3.0
920,1.0,-2.0
229,3.0,0.0
1064,5.0,0.0
3597,,3.0
1161,4.0,0.0
3506,1.0,
1527,5.0,
1606,5.0,0.0
3781,4.0,0.0
3315,,-1.0
3538,3.0,1.0
1990,,0.0
3340,5.0,
1976,1.0,3.0
1762,3.0,
1306,1.0,0.0
1542,1.0,1.0
623,4.0,1.0
3301,3.0,
1494,,
111,1.0,-1.0
3252,,
1170,3.0,
3450,2.0,2.0
233,1.0,-3.0
67,5.0,-2.0
3967,3.0,-2.0
3028,5.0,3.0
3148,3.0,0.0
537,1.0,
126,5.0,-1.0
3089,2.0,-1.0
1255,,
3475,4.0,
1977,5.0,3.0
3451,1.0,-1.0
3314,4.0,
3031,,2.0
485,,0.0
1655,4.0,3.0
3671,,0.0
3253,1.0,0.0
3393,5.0,0.0
1775,5.0,-3.0
919,4.0,2.0
1647,4.0,0.0
1027,,
1031,,0.0
883,2.0,
1336,2.0,3.0
3934,5.0,-2.0
365,5.0,0.0
3081,3.0,-1.0
28,,0.0
474,5.0,0.0
526,5.0,2.0
726,,3.0
56,5.0,2.0
639,1.0,0.0
303,4.0,0.0
3602,3.0,0.0
1277,1.0,
3630,,-1.0
625,1.0,
3011,4.0,0.0
1281,3.0,1.0
1050,1.0,-1.0
337,3.0,3.0
48,4.0,-3.0
107,3.0,0.0
1080,3.0,2.0
3217,5.0,0.0
1145,3.0,-1.0
3374,3.0,
1837,0.0,
1754,1.0,
1102,1.0,-1.0
1969,5.0,1.0
524,2.0,
1429,5.0,-1.0
3601,4.0,3.0
604,,
1490,,
3339,3.0,2.0
3745,3.0,
672,,1.0
93,,0.0
667,,-3.0
1888,5.0,0.0
281,,
1720,2.0,
360,,
900,,
1936,,0.0
1995,3.0,0.0
3300,5.0,3.0
761,,
3114,1.0,-1.0
3617,2.0,3.0
43,5.0,0.0
3129,5.0,0.0
205,,-1.0
1474,3.0,
3056,1.0,0.0
69,4.0,
1876,,0.0
3367,,
3187,,-1.0
138,2.0,
797,3.0,-2.0
3136,3.0,1.0
3084,4.0,2.0
759,,1.0
542,,
1020,1.0,3.0
3276,5.0,-3.0
166,1.0,3.0
249,,2.0
1332,5.0,-1.0
2018,5.0,0.0
447,,0.0
1359,5.0,-1.0
3101,1.0,0.0
1330,3.0,2.0
3907,,-1.0
3106,1.0,0.0
435,,0.0
3078,2.0,-3.0
578,5.0,0.0
3379,,3.0
3737,5.0,-2.0
1849,5.0,-2.0
763,,0.0
389,3.0,1.0
236,4.0,0.0
3599,3.0,0.0
1985,,3.0
268,5.0,0.0
771,1.0,
3121,5.0,-3.0
438,2.0,0.0
674,3.0,1.0
250,4.0,3.0
3157,3.0,0.0
1575,3.0,-1.0
3098,5.0,0.0
3037,,0.0
3612,4.0,-2.0
3562,2.0,
3735,,
449,,3.0
1470,2.0,
717,,
3386,2.0,1.0
3609,,3.0
3004,5.0,0.0
1902,2.0,
1169,3.0,0.0
83,5.0,-3.0
3413,3.0,1.0
1461,4.0,0.0
1894,4.0,0.0
1669,5.0,1.0
2001,4.0,0.0
476,3.0,
518,5.0,-1.0
405,3.0,1.0
385,3.0,3.0
3422,,3.0
3108,,3.0
1634,2.0,0.0
3856,,2.0
689,3.0,-1.0
1241,3.0,
63,3.0,-1.0
853,4.0,0.0
3747,3.0,0.0
3764,1.0,3.0
1263,2.0,
224,3.0,0.0
3149,5.0,0.0
374,,0.0
1825,,1.0
3529,4.0,3.0
3866,4.0,0.0
3591,,0.0
3679,4.0,0.0
10,,0.0
1945,,2.0
709,1.0,
256,,
1618,2.0,3.0
390,1.0,3.0
1582,,3.0
925,,
2037,5.0,0.0
3950,1.0,0.0
1225,4.0,0.0
1947,4.0,
740,5.0,
41,,3.0
869,1.0,
540,2.0,
3505,3.0,
1372,2.0,
1146,,1.0
1032,3.0,0.0
373,3.0,
668,1.0,1.0
358,3.0,3.0
968,4.0,
1354,1.0,2.0
1036,0.0,
471,5.0,-3.0
1397,,0.0
3615,3.0,-2.0
1550,4.0,1.0
3050,5.0,1.0
1556,3.0,
3583,3.0,
1251,3.0,3.0
1253,5.0,2.0
3777,5.0,-1.0
80,,0.0
1173,1.0,1.0
815,4.0,3.0
1853,1.0,1.0
3176,3.0,
3623,1.0,
3061,,
134,1.0,0.0
1141,1.0,0.0
934,3.0,
929,,
824,1.0,
1532,5.0,3.0
1215,4.0,0.0
505,3.0,0.0
3964,5.0,0.0
3351,3.0,
1997,1.0,3.0
3390,5.0,
1959,4.0,
1385,2.0,1.0
895,5.0,1.0
3917,2.0,2.0
1684,3.0,0.0
3943,4.0,
3552,1.0,3.0
3504,3.0,
653,,0.0
173,5.0,3.0
39,1.0,
3857,5.0,-1.0
714,5.0,1.0
91,2.0,0.0
3952,3.0,
1206,1.0,1.0
3579,,1.0
1156,4.0,3.0
1325,3.0,0.0
217,,0.0
511,1.0,3.0
1681,,-1.0
500,2.0,-3.0
3470,5.0,0.0
1857,3.0,
1389,5.0,0.0
1520,,0.0
3342,2.0,0.0
3717,3.0,-2.0
3032,1.0,3.0
1541,5.0,1.0
1218,5.0,1.0
1417,,
3173,,2.0
3511,5.0,0.0
1677,,0.0
1198,,2.0
1543,1.0,0.0
954,,0.0
751,5.0,-2.0
235,4.0,3.0
733,,0.0
3992,1.0,0.0
1157,1.0,-3.0
3567,3.0,3.0
3401,4.0,0.0
1210,1.0,
1066,1.0,-3.0
3112,5.0,1.0
1063,3.0,3.0
1168,5.0,-3.0
1493,,3.0
3465,,
885,5.0,-1.0
144,,2.0
3939,,0.0
718,3.0,2.0
3839,1.0,0.0
3458,1.0,
265,5.0,2.0
76,5.0,3.0
3448,3.0,1.0
396,,
3539,1.0,3.0
3180,5.0,1.0
3796,3.0,1.0
397,,0.0
1366,5.0,0.0
3492,,3.0
1904,1.0,3.0
596,5.0,
3065,5.0,
1297,,1.0
1822,5.0,3.0
873,1.0,
3908,,
3282,2.0,0.0
1549,3.0,0.0
37,3.0,-2.0
3519,4.0,0.0
3099,4.0,3.0
3550,3.0,
978,5.0,3.0
1572,3.0,0.0
1123,,
3195,1.0,0.0
3460,3.0,-2.0
1893,,0.0
676,4.0,
729,,3.0
413,,-3.0
1517,2.0,0.0
1650,4.0,-3.0
826,3.0,0.0
617,5.0,0.0
115,1.0,3.0
418,,0.0
1626,,
3936,5.0,0.0
90,4.0,0.0
3038,1.0,3.0
754,,
3502,5.0,
1631,,0.0
12,1.0,0.0
3400,,1.0
285,5.0,0.0
1067,2.0,0.0
1192,1.0,-1.0
1441,2.0,2.0
3861,4.0,-1.0
3797,2.0,0.0
3706,1.0,
1569,,-1.0
3383,4.0,3.0
3571,2.0,
1688,4.0,1.0
852,5.0,-2.0
3163,,0.0
896,4.0,0.0
497,1.0,
3261,5.0,-1.0
1783,1.0,1.0
336,,-1.0
516,4.0,
1349,2.0,0.0
1016,2.0,1.0
3805,3.0,
3800,1.0,3.0
1782,3.0,0.0
3525,3.0,
3026,,3.0
357,4.0,-2.0
3849,4.0,-1.0
1313,4.0,3.0
1636,1.0,
551,,1.0
3344,3.0,3.0
3435,5.0,
3477,4.0,
3221,,0.0
1228,3.0,
3675,5.0,0.0
958,,0.0
3097,,2.0
1009,2.0,2.0
1093,3.0,
3669,,0.0
997,3.0,
1680,,0.0
154,3.0,1.0
3779,2.0,0.0
581,,3.0
1471,,1.0
704,5.0,-1.0
1213,2.0,
897,,
488,5.0,0.0
560,,2.0
1142,5.0,3.0
1120,,
513,2.0,
634,2.0,1.0
3578,3.0,1.0
1665,3.0,-3.0
1013,3.0,
1932,3.0,3.0
1151,1.0,
3802,3.0,1.0
117,5.0,3.0
741,1.0,0.0
3759,,
1975,,3.0
1082,2.0,
1811,4.0,3.0
831,1.0,0.0
120,,
657,,2.0
3728,4.0,0.0
3874,,
3929,0.0,
636,,2.0
370,,0.0
269,4.0,0.0
47,4.0,3.0
992,2.0,0.0
877,1.0,
774,,0.0
1127,5.0,-1.0
5,1.0,
1596,3.0,-2.0
3267,,0.0
3447,3.0,
1078,3.0,2.0
838,3.0,0.0
682,,0.0
1716,4.0,1.0
3308,2.0,3.0
3573,4.0,3.0
3317,2.0,-3.0
3153,5.0,
1149,1.0,-2.0
575,5.0,-1.0
51,5.0,1.0
854,5.0,2.0
1983,,3.0
1824,1.0,0.0
834,1.0,0.0
1116,,2.0
1167,,
3474,1.0,0.0
1907,1.0,0.0
972,3.0,
400,1.0,0.0
3515,1.0,2.0
3324,4.0,-1.0
20,,
685,,
36,3.0,
3826,,1.0
525,4.0,3.0
3411,,3.0
921,5.0,2.0
1842,,-1.0
1891,,0.0
538,1.0,2.0
1706,5.0,0.0
3928,3.0,1.0
246,,0.0
785,,2.0
1410,,0.0
3493,5.0,2.0
155,3.0,3.0
1687,2.0,0.0
626,3.0,0.0
3873,1.0,0.0
1347,5.0,
570,2.0,
3930,,3.0
1759,5.0,0.0
1817,3.0,1.0
3021,5.0,-1.0
128,2.0,0.0
3977,,0.0
2007,5.0,-1.0
981,1.0,1.0
3974,1.0,3.0
191,4.0,0.0
1140,1.0,1.0
993,1.0,
700,5.0,3.0
607,1.0,
181,,
302,4.0,-1.0
3500,5.0,
3772,1.0,0.0
1061,,0.0
3816,,2.0
3988,1.0,2.0
3521,4.0,1.0
1070,,-3.0
3480,2.0,
3161,5.0,3.0
1244,3.0,3.0
17,3.0,1.0
3980,4.0,
547,5.0,1.0
659,2.0,2.0
3700,1.0,-1.0
3731,5.0,3.0
1505,4.0,0.0
960,,1.0
3287,2.0,-1.0
798,,
226,2.0,0.0
3030,3.0,1.0
1800,3.0,3.0
3441,5.0,3.0
3960,2.0,-2.0
3233,,3.0
3041,1.0,
1694,5.0,-1.0
1046,3.0,3.0
470,3.0,3.0
955,2.0,0.0
3976,3.0,
3691,4.0,-2.0
640,0.0,2.0
3775,5.0,
1219,4.0,1.0
1159,4.0,1.0
1416,,3.0
3709,4.0,
1528,1.0,-1.0
3918,,3.0
1301,,3.0
3863,2.0,
1604,5.0,1.0
161,4.0,-3.0
1705,5.0,1.0
957,2.0,3.0
3912,1.0,0.0
878,5.0,0.0
1920,4.0,0.0
1885,5.0,2.0
3156,5.0,2.0
99,1.0,3.0
3824,2.0,2.0
3513,4.0,3.0
254,1.0,0.0
104,5.0,0.0
1446,2.0,0.0
1444,1.0,2.0
1649,5.0,1.0
587,,0.0
628,3.0,
1697,,0.0
3057,3.0,0.0
3155,1.0,2.0
404,5.0,-2.0
1155,2.0,-3.0
3211,,
1683,3.0,3.0
3012,3.0,3.0
3841,4.0,0.0
453,1.0,0.0
3257,5.0,
1328,4.0,-1.0
3005,,
881,3.0,0.0
3915,3.0,0.0
624,5.0,
3349,,0.0
3768,,0.0
1788,3.0,1.0
263,0.0,3.0
1635,,3.0
1439,,0.0
3154,,0.0
1970,1.0,
3476,2.0,3.0
1803,3.0,3.0
641,1.0,-1.0
3341,,3.0
3554,,2.0
3827,1.0,-3.0
1960,4.0,2.0
489,4.0,-3.0
1844,,0.0
1735,,
147,3.0,
1535,3.0,
1987,,2.0
1370,5.0,1.0
3406,,0.0
3933,,
660,5.0,0.0
1795,2.0,0.0
3467,4.0,-2.0
187,,
609,3.0,0.0
3147,4.0,0.0
3755,,
1931,,
198,,2.0
3283,4.0,0.0
294,1.0,0.0
767,5.0,2.0
401,3.0,2.0
123,2.0,
203,1.0,0.0
836,1.0,0.0
3250,1.0,1.0
1734,4.0,
1696,,3.0
3925,,-1.0
1708,,-1.0
3910,1.0,-3.0
1154,4.0,-2.0
1662,2.0,0.0
3388,3.0,0.0
1760,3.0,1.0
855,3.0,0.0
1590,,
3223,1.0,0.0
642,3.0,1.0
2,5.0,3.0
3116,3.0,3.0
699,4.0,2.0
1637,,
1292,4.0,3.0
3853,,1.0
3445,,0.0
1521,4.0,0.0
1854,,0.0
1137,3.0,
3895,3.0,-3.0
1632,2.0,
1999,3.0,
664,2.0,0.0
684,,
1258,5.0,3.0
318,2.0,
1480,5.0,3.0
710,,0.0
1283,5.0,1.0
1769,,3.0
973,2.0,
3631,3.0,1.0
3636,3.0,0.0
1307,3.0,3.0
1401,4.0,0.0
1409,1.0,
3193,3.0,-1.0
1497,,3.0
2039,,2.0
1530,,-3.0
1664,1.0,0.0
1355,2.0,0.0
3921,1.0,0.0
3941,,3.0
1644,,0.0
1052,4.0,3.0
796,,0.0
3649,3.0,-1.0
1598,5.0,3.0
3560,1.0,0.0
3685,4.0,2.0
3581,5.0,2.0
1820,,0.0
1723,5.0,1.0
1184,1.0,3.0
3528,4.0,0.0
1060,4.0,0.0
541,2.0,
1679,3.0,0.0
3752,3.0,0.0
3885,2.0,0.0
3488,2.0,1.0
1758,,1.0
1924,5.0,0.0
96,1.0,
1021,5.0,1.0
564,2.0,0.0
3746,,
864,,2.0
1485,3.0,3.0
1882,5.0,-1.0
1039,4.0,-2.0
393,3.0,2.0
3798,,-1.0
871,4.0,0.0
398,2.0,0.0
3770,3.0,
3879,5.0,0.0
1029,5.0,1.0
3646,3.0,-1.0
1486,2.0,-1.0
3616,,1.0
961,2.0,
1571,3.0,-2.0
3729,5.0,-2.0
1896,4.0,0.0
3687,2.0,2.0
3102,5.0,0.0
805,5.0,1.0
1752,,1.0
3410,5.0,-1.0
503,5.0,1.0
780,5.0,-3.0
1864,3.0,1.0
201,,-2.0
3138,1.0,0.0
3044,1.0,
3234,,
1797,5.0,0.0
379,4.0,
3292,3.0,
419,1.0,
1699,4.0,-2.0
392,2.0,2.0
3596,2.0,0.0
1523,2.0,
1163,3.0,
1496,,0.0
3651,,-1.0
2028,3.0,
1153,5.0,1.0
1368,4.0,
3524,1.0,1.0
65,5.0,3.0
3018,2.0,1.0
1181,1.0,3.0
493,3.0,2.0
380,,3.0
3191,3.0,2.0
764,3.0,0.0
3220,,0.0
792,1.0,0.0
1077,,-1.0
879,3.0,
338,3.0,0.0
3723,,-1.0
3299,3.0,1.0
1276,2.0,0.0
456,3.0,3.0
816,3.0,3.0
3273,5.0,-1.0
996,3.0,2.0
1982,2.0,-3.0
202,4.0,0.0
162,3.0,0.0
1580,1.0,
3733,,0.0
3405,,0.0
703,,0.0
1501,,2.0
1130,4.0,3.0
3569,1.0,0.0
1022,5.0,0.0
1586,4.0,-3.0
1956,,
3209,5.0,0.0
35,5.0,-1.0
776,,2.0
3512,2.0,0.0
1479,2.0,0.0
1391,5.0,1.0
3095,,
1364,5.0,1.0
3901,1.0,
3568,4.0,2.0
3780,3.0,3.0
2042,,2.0
242,4.0,3.0
3017,5.0,0.0
3319,4.0,0.0
601,,-2.0
3391,3.0,
1298,3.0,0.0
3170,2.0,-2.0
3844,5.0,2.0
3024,1.0,2.0
647,5.0,-1.0
1529,5.0,
3835,,-1.0
1268,5.0,0.0
1900,3.0,0.0
563,4.0,0.0
3963,2.0,0.0
3690,5.0,
3961,,
190,5.0,0.0
1807,,1.0
976,3.0,0.0
3703,1.0,3.0
3003,,
3514,1.0,0.0
1083,,
475,5.0,1.0
3860,3.0,
748,,3.0
3256,4.0,3.0
22,1.0,
460,2.0,0.0
1185,1.0,
3280,1.0,
956,4.0,3.0
1216,5.0,0.0
3389,4.0,
3809,5.0,
1516,5.0,
3347,5.0,3.0
770,4.0,
1686,3.0,
131,,
3875,1.0,0.0
3091,5.0,-3.0
331,4.0,
1239,1.0,-3.0
467,4.0,2.0
3125,1.0,0.0
1639,2.0,3.0
1096,3.0,-1.0
1131,5.0,0.0
1295,3.0,
861,,0.0
