state,county_name,year,state_po,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
NORTH CAROLINA,ORANGE,2024,NC,37135,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,0.0,87807,20260225,
NORTH CAROLINA,ORANGE,2024,NC,37135,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4702.0,87807,20260225,
NORTH CAROLINA,ORANGE,2024,NC,37135,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,41.0,87807,20260225,
NORTH CAROLINA,ORANGE,2024,NC,37135,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,15225.0,87807,20260225,
NORTH CAROLINA,ORANGE,2024,NC,37135,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,838.0,87807,20260225,
NORTH CAROLINA,ORANGE,2024,NC,37135,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,7339.0,87807,20260225,
NORTH CAROLINA,ORANGE,2024,NC,37135,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,52625.0,87807,20260225,
NORTH CAROLINA,ORANGE,2024,NC,37135,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,5383.0,87807,20260225,
NORTH CAROLINA,ORANGE,2024,NC,37135,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,97.0,87807,20260225,
NORTH CAROLINA,ORANGE,2024,NC,37135,US PRESIDENT,OTHER,OTHER,1227.0,87807,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,6.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,135.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,181.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,11.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,346.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,8090.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,30987.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,980.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,626.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,8554.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,34559.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,1856.0,87130,20260225,
NORTH CAROLINA,PITT,2024,NC,37147,US PRESIDENT,OTHER,OTHER,799.0,87130,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,68.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,104.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,8.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,0.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,231.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11389.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,46106.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1631.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,3270.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,11570.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,1045.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,66.0,76008,20260225,
NORTH CAROLINA,RANDOLPH,2024,NC,37151,US PRESIDENT,OTHER,OTHER,520.0,76008,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,36.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,44.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,1.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,0.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9444.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,19340.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,409.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,454.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,4827.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,11263.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,499.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,139.0,46770,20260225,
NORTH CAROLINA,ROBESON,2024,NC,37155,US PRESIDENT,OTHER,OTHER,314.0,46770,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,15.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,0.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,106.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,119.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11933.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1546.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,111.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,37217.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,5664.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,16493.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,1548.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,83.0,75394,20260225,
NORTH CAROLINA,ROWAN,2024,NC,37159,US PRESIDENT,OTHER,OTHER,559.0,75394,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,196.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,365.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,31.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,3.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,338.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2975.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,15208.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,67750.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,8360.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,38612.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,3942.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,254.0,139355,20260225,
NORTH CAROLINA,UNION,2024,NC,37179,US PRESIDENT,OTHER,OTHER,1321.0,139355,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,1512.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,1757.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,248.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,27.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,57997.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,164477.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,13156.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1105.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,74088.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,292521.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,34479.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,1896.0,653580,20260225,
NORTH CAROLINA,WAKE,2024,NC,37183,US PRESIDENT,OTHER,OTHER,10317.0,653580,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,9.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,55.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,109.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,1.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,808.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,5580.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,25040.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,152.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,1005.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,173.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,17335.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,4105.0,54762,20260225,
NORTH CAROLINA,WAYNE,2024,NC,37191,US PRESIDENT,OTHER,OTHER,390.0,54762,20260225,
NORTH DAKOTA,CASS,2024,ND,38017,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,1665.0,90851,20260225,TOTAL
NORTH DAKOTA,CASS,2024,ND,38017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,47873.0,90851,20260225,TOTAL
NORTH DAKOTA,CASS,2024,ND,38017,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,40304.0,90851,20260225,TOTAL
NORTH DAKOTA,CASS,2024,ND,38017,US PRESIDENT,OTHER,OTHER,1009.0,90851,20260225,TOTAL
OHIO,ALLEN,2024,OH,39003,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,211.0,46369,20260225,TOTAL
OHIO,ALLEN,2024,OH,39003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,33201.0,46369,20260225,TOTAL
OHIO,ALLEN,2024,OH,39003,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,12754.0,46369,20260225,TOTAL
OHIO,ALLEN,2024,OH,39003,US PRESIDENT,OTHER,OTHER,203.0,46369,20260225,TOTAL
OHIO,ASHTABULA,2024,OH,39007,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,188.0,43374,20260225,TOTAL
OHIO,ASHTABULA,2024,OH,39007,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,27656.0,43374,20260225,TOTAL
OHIO,ASHTABULA,2024,OH,39007,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,15345.0,43374,20260225,TOTAL
OHIO,ASHTABULA,2024,OH,39007,US PRESIDENT,OTHER,OTHER,185.0,43374,20260225,TOTAL
OHIO,BUTLER,2024,OH,39017,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,894.0,183197,20260225,TOTAL
OHIO,BUTLER,2024,OH,39017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,114831.0,183197,20260225,TOTAL
OHIO,BUTLER,2024,OH,39017,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,66713.0,183197,20260225,TOTAL
OHIO,BUTLER,2024,OH,39017,US PRESIDENT,OTHER,OTHER,759.0,183197,20260225,TOTAL
OHIO,CLARK,2024,OH,39023,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,336.0,62855,20260225,TOTAL
OHIO,CLARK,2024,OH,39023,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,40403.0,62855,20260225,TOTAL
OHIO,CLARK,2024,OH,39023,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,21847.0,62855,20260225,TOTAL
OHIO,CLARK,2024,OH,39023,US PRESIDENT,OTHER,OTHER,269.0,62855,20260225,TOTAL
OHIO,COLUMBIANA,2024,OH,39029,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,189.0,48053,20260225,TOTAL
OHIO,COLUMBIANA,2024,OH,39029,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,35607.0,48053,20260225,TOTAL
OHIO,COLUMBIANA,2024,OH,39029,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,12064.0,48053,20260225,TOTAL
OHIO,COLUMBIANA,2024,OH,39029,US PRESIDENT,OTHER,OTHER,193.0,48053,20260225,TOTAL
OHIO,CUYAHOGA,2024,OH,39035,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,2419.0,576520,20260225,TOTAL
OHIO,CUYAHOGA,2024,OH,39035,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,195164.0,576520,20260225,TOTAL
OHIO,CUYAHOGA,2024,OH,39035,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,376384.0,576520,20260225,TOTAL
OHIO,CUYAHOGA,2024,OH,39035,US PRESIDENT,OTHER,OTHER,2553.0,576520,20260225,TOTAL
OHIO,DELAWARE,2024,OH,39041,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,770.0,133392,20260225,TOTAL
OHIO,DELAWARE,2024,OH,39041,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,70448.0,133392,20260225,TOTAL
OHIO,DELAWARE,2024,OH,39041,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,61657.0,133392,20260225,TOTAL
OHIO,DELAWARE,2024,OH,39041,US PRESIDENT,OTHER,OTHER,517.0,133392,20260225,TOTAL
OHIO,FAIRFIELD,2024,OH,39045,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,370.0,84457,20260225,TOTAL
OHIO,FAIRFIELD,2024,OH,39045,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,51999.0,84457,20260225,TOTAL
OHIO,FAIRFIELD,2024,OH,39045,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,31695.0,84457,20260225,TOTAL
OHIO,FAIRFIELD,2024,OH,39045,US PRESIDENT,OTHER,OTHER,393.0,84457,20260225,TOTAL
OHIO,FRANKLIN,2024,OH,39049,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,3503.0,598225,20260225,TOTAL
OHIO,FRANKLIN,2024,OH,39049,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,210830.0,598225,20260225,TOTAL
OHIO,FRANKLIN,2024,OH,39049,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,380518.0,598225,20260225,TOTAL
OHIO,FRANKLIN,2024,OH,39049,US PRESIDENT,OTHER,OTHER,3374.0,598225,20260225,TOTAL
OHIO,GREENE,2024,OH,39057,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,568.0,90041,20260225,TOTAL
OHIO,GREENE,2024,OH,39057,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,53399.0,90041,20260225,TOTAL
OHIO,GREENE,2024,OH,39057,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,35575.0,90041,20260225,TOTAL
OHIO,GREENE,2024,OH,39057,US PRESIDENT,OTHER,OTHER,499.0,90041,20260225,TOTAL
OHIO,HAMILTON,2024,OH,39061,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,2420.0,410085,20260225,TOTAL
OHIO,HAMILTON,2024,OH,39061,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,172365.0,410085,20260225,TOTAL
OHIO,HAMILTON,2024,OH,39061,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,233360.0,410085,20260225,TOTAL
OHIO,HAMILTON,2024,OH,39061,US PRESIDENT,OTHER,OTHER,1940.0,410085,20260225,TOTAL
OHIO,LAKE,2024,OH,39085,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,595.0,128579,20260225,TOTAL
OHIO,LAKE,2024,OH,39085,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,72924.0,128579,20260225,TOTAL
OHIO,LAKE,2024,OH,39085,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,54484.0,128579,20260225,TOTAL
OHIO,LAKE,2024,OH,39085,US PRESIDENT,OTHER,OTHER,576.0,128579,20260225,TOTAL
OHIO,LICKING,2024,OH,39089,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,476.0,95060,20260225,TOTAL
OHIO,LICKING,2024,OH,39089,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,61359.0,95060,20260225,TOTAL
OHIO,LICKING,2024,OH,39089,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,32832.0,95060,20260225,TOTAL
OHIO,LICKING,2024,OH,39089,US PRESIDENT,OTHER,OTHER,393.0,95060,20260225,TOTAL
OHIO,LORAIN,2024,OH,39093,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,844.0,159007,20260225,TOTAL
OHIO,LORAIN,2024,OH,39093,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,83297.0,159007,20260225,TOTAL
OHIO,LORAIN,2024,OH,39093,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,74207.0,159007,20260225,TOTAL
OHIO,LORAIN,2024,OH,39093,US PRESIDENT,OTHER,OTHER,659.0,159007,20260225,TOTAL
OHIO,MEDINA,2024,OH,39103,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,523.0,107045,20260225,TOTAL
OHIO,MEDINA,2024,OH,39103,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,66308.0,107045,20260225,TOTAL
OHIO,MEDINA,2024,OH,39103,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,39771.0,107045,20260225,TOTAL
OHIO,MEDINA,2024,OH,39103,US PRESIDENT,OTHER,OTHER,443.0,107045,20260225,TOTAL
OHIO,MIAMI,2024,OH,39109,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,311.0,59188,20260225,TOTAL
OHIO,MIAMI,2024,OH,39109,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,42677.0,59188,20260225,TOTAL
OHIO,MIAMI,2024,OH,39109,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,15969.0,59188,20260225,TOTAL
OHIO,MIAMI,2024,OH,39109,US PRESIDENT,OTHER,OTHER,231.0,59188,20260225,TOTAL
OHIO,MONTGOMERY,2024,OH,39113,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,1313.0,254837,20260225,TOTAL
OHIO,MONTGOMERY,2024,OH,39113,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,125566.0,254837,20260225,TOTAL
OHIO,MONTGOMERY,2024,OH,39113,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,126767.0,254837,20260225,TOTAL
OHIO,MONTGOMERY,2024,OH,39113,US PRESIDENT,OTHER,OTHER,1191.0,254837,20260225,TOTAL
OHIO,PORTAGE,2024,OH,39133,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,398.0,83226,20260225,TOTAL
OHIO,PORTAGE,2024,OH,39133,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,47681.0,83226,20260225,TOTAL
OHIO,PORTAGE,2024,OH,39133,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,34759.0,83226,20260225,TOTAL
OHIO,PORTAGE,2024,OH,39133,US PRESIDENT,OTHER,OTHER,388.0,83226,20260225,TOTAL
OHIO,RICHLAND,2024,OH,39139,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,234.0,58362,20260225,TOTAL
OHIO,RICHLAND,2024,OH,39139,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,41298.0,58362,20260225,TOTAL
OHIO,RICHLAND,2024,OH,39139,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,16591.0,58362,20260225,TOTAL
OHIO,RICHLAND,2024,OH,39139,US PRESIDENT,OTHER,OTHER,239.0,58362,20260225,TOTAL
OHIO,SUMMIT,2024,OH,39153,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,1346.0,273571,20260225,TOTAL
OHIO,SUMMIT,2024,OH,39153,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,125910.0,273571,20260225,TOTAL
OHIO,SUMMIT,2024,OH,39153,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,145005.0,273571,20260225,TOTAL
OHIO,SUMMIT,2024,OH,39153,US PRESIDENT,OTHER,OTHER,1310.0,273571,20260225,TOTAL
OHIO,WARREN,2024,OH,39165,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,829.0,139619,20260225,TOTAL
OHIO,WARREN,2024,OH,39165,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,91132.0,139619,20260225,TOTAL
OHIO,WARREN,2024,OH,39165,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,47128.0,139619,20260225,TOTAL
OHIO,WARREN,2024,OH,39165,US PRESIDENT,OTHER,OTHER,530.0,139619,20260225,TOTAL
OHIO,WAYNE,2024,OH,39169,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,220.0,53150,20260225,TOTAL
OHIO,WAYNE,2024,OH,39169,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,36764.0,53150,20260225,TOTAL
OHIO,WAYNE,2024,OH,39169,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,15898.0,53150,20260225,TOTAL
OHIO,WAYNE,2024,OH,39169,US PRESIDENT,OTHER,OTHER,268.0,53150,20260225,TOTAL
OHIO,WOOD,2024,OH,39173,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,394.0,67586,20260225,TOTAL
OHIO,WOOD,2024,OH,39173,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,36877.0,67586,20260225,TOTAL
OHIO,WOOD,2024,OH,39173,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,30016.0,67586,20260225,TOTAL
OHIO,WOOD,2024,OH,39173,US PRESIDENT,OTHER,OTHER,299.0,67586,20260225,TOTAL
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,36.0,73074,20260225,ABSENTEE
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3264.0,73074,20260225,ABSENTEE
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,2575.0,73074,20260225,ABSENTEE
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,OTHER,OTHER,80.0,73074,20260225,ABSENTEE
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,59.0,73074,20260225,EARLY VOTING
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,12522.0,73074,20260225,EARLY VOTING
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,4827.0,73074,20260225,EARLY VOTING
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,OTHER,OTHER,127.0,73074,20260225,EARLY VOTING
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,357.0,73074,20260225,ELECTION DAY
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,34765.0,73074,20260225,ELECTION DAY
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,KAMALA D HARRIS,DEMOCRAT,13636.0,73074,20260225,ELECTION DAY
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,OTHER,OTHER,826.0,73074,20260225,ELECTION DAY
OKLAHOMA,CANADIAN,2024,OK,40017,US PRESIDENT,CHASE OLIVER,LIBERTARIAN,452.0,73074,20260225,TOTAL
