respondent_id,interview_date,treatment,govt_intervention,supports_intervention,fx_status,age,female,ed_level,urban_rural,survey_weight,income_quintile,left_right
355,2015-10-10,cntrl,none,0,none,73,0,2,3,0.617037280364234,2,0
356,2015-10-10,cntrl,none,0,none,23,1,4,1,0.60433162993538,4,0
357,2015-10-10,history,none,0,none,57,0,4,1,0.538280187050022,4,-2
358,2015-10-10,Hungary,none,0,none,51,0,2,1,0.889481686082738,3,3
359,2015-10-10,Hungary,none,0,none,67,1,1,1,0.569431694611907,2,NA
360,2015-10-10,info,none,0,none,31,1,2,1,1.012840147545,NA,NA
361,2015-10-10,history,DK,0,none,43,0,4,1,0.560328328582713,NA,3
362,2015-10-10,history,none,0,none,33,0,2,1,0.863471070377293,3,0
363,2015-10-10,info,some,1,none,80,0,1,1,0.656863642816446,3,NA
364,2015-10-10,cntrl,some,1,none,41,1,2,1,0.557699844615443,NA,NA
365,2015-10-10,history,none,0,none,54,1,4,1,0.496988932729977,5,0
366,2015-10-10,cntrl,none,0,none,57,1,2,1,0.345310380181663,3,0
367,2015-10-11,history,some,1,none,21,1,3,1,0.794845403894251,2,NA
368,2015-10-11,Hungary,none,0,none,71,1,3,2,0.604011325722691,4,1
369,2015-10-11,cntrl,none,0,none,79,1,3,2,0.604011325722691,5,-2
370,2015-10-11,Hungary,none,0,none,56,0,2,3,0.612679165669152,NA,0
371,2015-10-10,Hungary,none,0,none,41,1,2,1,1.53542049694256,1,NA
372,2015-10-10,history,DK,0,none,36,0,2,1,1.2233028854983,NA,NA
373,2015-10-10,history,NA,NA,none,68,0,1,1,1.24903645184491,3,NA
374,2015-10-10,history,DK,0,none,60,0,2,1,0.810481913681833,NA,0
375,2015-10-10,history,none,0,none,31,0,2,1,1.53443134862666,1,NA
376,2015-10-11,info,some,1,none,45,1,4,2,0.74019802827535,3,0
377,2015-10-10,info,none,0,none,76,1,1,2,0.90455395222731,5,-2
378,2015-10-10,cntrl,big,1,none,69,1,2,2,0.580095649152073,3,0
379,2015-10-10,Hungary,big,1,current,30,1,3,2,1.11123733720629,4,NA
380,2015-10-09,info,none,0,none,72,1,1,2,0.9958095244942,NA,3
381,2015-10-10,Hungary,big,1,none,18,0,1,1,1.33649190424988,3,3
382,2015-10-10,Hungary,some,1,none,78,0,1,1,0.921494428681712,3,1
383,2015-10-11,cntrl,DK,0,none,28,1,2,2,1.22334408206257,5,2
384,2015-10-11,Hungary,none,0,none,36,1,2,2,0.911454399201446,3,3
385,2015-10-10,cntrl,none,0,none,63,1,1,1,0.959894581034579,3,3
386,2015-10-09,cntrl,none,0,none,35,0,4,2,0.979889759783867,4,3
387,2015-10-09,cntrl,some,1,none,57,0,3,2,0.885195934837297,3,1
388,2015-10-10,cntrl,none,0,none,39,0,2,1,1.22117612624695,NA,NA
389,2015-10-09,info,big,1,none,65,1,2,2,0.683347525275158,3,1
390,2015-10-10,cntrl,some,1,none,60,1,1,1,0.959894581034579,1,3
391,2015-10-09,info,some,1,none,40,1,2,2,0.911454399201446,1,-1
392,2015-10-10,info,DK,0,none,71,0,1,1,0.921494428681712,2,2
393,2015-10-11,cntrl,none,0,none,19,0,1,3,1.41458732969516,3,2
394,2015-10-10,info,none,0,none,18,0,1,1,1.35998686170285,NA,2
395,2015-10-10,Hungary,none,0,none,38,1,4,2,1.09843297278304,NA,NA
396,2015-10-11,Hungary,DK,0,none,19,0,1,2,0.966851162639383,NA,NA
397,2015-10-10,cntrl,DK,0,none,62,1,4,3,0.716801955740161,NA,0
398,2015-10-11,history,none,0,none,59,1,4,1,1.00273253925187,2,0
399,2015-10-11,Hungary,none,0,none,24,0,2,1,0.964275158890812,4,1
400,2015-10-11,info,none,0,none,59,1,1,1,1.37231750562885,1,0
401,2015-10-11,info,some,1,none,81,1,1,1,1.14206333508728,3,2
402,2015-10-11,history,some,1,none,41,1,4,1,0.92998755951801,1,NA
403,2015-10-11,info,big,1,none,68,1,2,1,0.699157332061297,4,0
404,2015-10-11,cntrl,some,1,none,77,0,2,1,0.806507674906665,5,-2
405,2015-10-11,Hungary,some,1,none,62,1,2,1,0.840116144612204,3,1
406,2015-10-11,info,some,1,none,33,0,2,1,1.23263263375197,1,0
407,2015-10-11,info,none,0,none,32,0,3,1,1.15194950881962,4,-1
408,2015-10-11,Hungary,some,1,none,71,1,4,2,0.38123539504514,5,0
409,2015-10-11,history,DK,0,none,85,1,1,1,1.09020905236777,NA,NA
410,2015-10-11,cntrl,big,1,none,64,1,1,2,1.42337349306351,NA,NA
411,2015-10-11,Hungary,none,0,none,58,0,2,1,1.18151301121998,3,3
412,2015-10-11,history,DK,0,none,30,1,3,1,1.70193779587128,NA,NA
413,2015-10-11,history,big,1,none,43,0,2,1,1.02410395601864,NA,-3
414,2015-10-11,cntrl,big,1,none,65,1,1,1,1.09020905236777,2,3
415,2015-10-11,Hungary,none,0,none,46,1,4,1,1.44318561820885,1,0
416,2015-10-11,info,some,1,none,37,0,4,1,1.12380544627253,3,-2
417,2015-10-11,info,some,1,none,19,0,2,1,1.22535669633671,1,0
418,2015-10-11,info,none,0,none,50,1,4,1,0.928974848922769,NA,0
419,2015-10-11,cntrl,big,1,none,53,0,2,3,0.88180020679255,1,NA
420,2015-10-11,history,none,0,none,43,0,3,3,1.03939777402048,3,NA
421,2015-10-11,info,some,1,none,38,1,4,2,1.5432498521779,NA,3
422,2015-10-11,Hungary,some,1,none,32,0,2,1,1.53190227249435,1,0
423,2015-10-11,history,DK,0,NA,80,1,1,1,1.01024080242217,NA,0
424,2015-10-11,history,none,0,none,30,1,3,1,1.2410727922381,3,0
425,2015-10-11,history,none,0,none,58,0,2,2,1.34966957987227,5,-1
426,2015-10-11,cntrl,some,1,none,64,0,2,1,0.785346795818705,NA,-3
427,2015-10-11,info,some,1,none,20,1,2,1,0.646659322273743,NA,NA
428,2015-10-11,Hungary,none,0,none,40,1,2,1,1.0941672590121,NA,NA
429,2015-10-11,Hungary,DK,0,none,27,0,1,1,1.82447925119363,1,NA
430,2015-10-11,history,none,0,none,52,0,2,1,1.28547826964449,4,3
431,2015-10-11,Hungary,none,0,none,25,1,4,1,1.19906165674844,1,1
432,2015-10-11,Hungary,some,1,none,53,0,2,2,1.3560169226578,NA,1
433,2015-10-11,cntrl,none,0,none,61,0,2,1,0.854854086371502,NA,2
434,2015-10-11,cntrl,none,0,none,75,0,1,1,1.31741855908427,NA,0
435,2015-10-11,cntrl,none,0,none,41,1,2,1,1.04531903474281,NA,0
436,2015-10-11,Hungary,none,0,none,73,0,2,1,0.84486809477223,NA,-1
437,2015-10-11,history,DK,0,none,53,1,1,1,0.832197959291888,1,NA
438,2015-10-11,history,some,1,none,19,1,1,1,1.0666416345589,2,0
439,2015-10-11,cntrl,none,0,none,50,0,2,2,1.11801038266368,NA,0
440,2015-10-11,info,some,1,none,25,1,4,2,1.29386006645801,3,-1
441,2015-10-11,history,big,1,none,40,0,2,2,1.27672907626759,3,0
442,2015-10-11,history,none,0,none,56,0,2,1,0.81604026220189,4,-1
443,2015-10-11,cntrl,none,0,none,72,1,1,1,1.09020905236777,2,1
444,2015-10-11,info,big,1,none,63,0,2,1,0.969109651535967,2,2
445,2015-10-10,history,some,1,past,69,0,4,2,0.876300744034304,4,0
446,2015-10-10,Hungary,big,1,none,25,0,3,2,2.13315270888319,NA,0
447,2015-10-11,history,none,0,none,27,0,4,3,1.15994459911196,NA,0
448,2015-10-10,cntrl,DK,0,none,73,1,1,1,0.812881998657614,NA,3
449,2015-10-10,Hungary,some,1,none,21,1,3,2,0.741689033875839,NA,3
450,2015-10-11,history,some,1,none,57,0,2,2,0.840108801250206,NA,0
451,2015-10-10,Hungary,some,1,none,75,0,4,2,0.698637772780223,NA,0
452,2015-10-11,Hungary,some,1,none,42,1,4,2,0.753424150732129,NA,1
453,2015-10-11,cntrl,none,0,none,49,0,2,1,1.17448823508591,1,0
454,2015-10-10,Hungary,big,1,none,24,0,1,1,1.38135508368071,2,NA
455,2015-10-09,info,none,0,none,71,0,1,1,0.952427028996762,2,0
456,2015-10-11,info,some,1,none,25,1,4,1,0.945320680334896,3,3
457,2015-10-11,history,DK,0,none,69,1,1,1,0.825654065416682,NA,NA
458,2015-10-11,cntrl,none,0,none,38,1,2,1,1.02758690304341,1,NA
459,2015-10-10,info,some,1,none,29,0,4,1,1.09046755140264,NA,NA
460,2015-10-10,info,none,0,none,70,0,2,1,0.65357745358048,2,0
461,2015-10-11,cntrl,none,0,none,72,1,1,1,0.825654065416682,2,1
462,2015-10-11,info,none,0,none,49,0,2,1,1.13031257754693,2,NA
463,2015-10-11,Hungary,some,1,none,65,1,2,3,0.64006795057473,5,0
464,2015-10-10,history,none,0,none,51,0,2,1,1.20133608405928,2,NA
465,2015-10-11,cntrl,none,0,none,31,0,4,3,1.31818259331973,5,1
466,2015-10-11,Hungary,big,1,none,61,0,2,2,0.886035100385803,NA,1
467,2015-10-11,Hungary,none,0,none,21,0,2,2,1.08721890530062,4,2
468,2015-10-10,info,none,0,none,22,0,2,1,0.686338396771267,2,0
469,2015-10-11,Hungary,some,1,none,30,1,2,1,1.06856285493558,1,0
470,2015-10-11,cntrl,none,0,none,57,1,2,2,0.739728861988462,3,3
471,2015-10-11,info,none,0,none,35,1,4,2,0.765262011045109,5,-3
472,2015-10-11,history,some,1,none,23,1,3,2,0.876029438461685,4,0
473,2015-10-11,info,big,1,none,27,0,2,3,1.41438254117755,NA,NA
474,2015-10-11,cntrl,DK,0,none,78,1,4,3,0.636892667625932,5,0
475,2015-10-11,info,none,0,none,43,0,2,3,1.12508332632049,5,1
476,2015-10-11,info,DK,0,none,81,1,1,1,0.821258591452106,3,NA
477,2015-10-11,info,none,0,none,63,0,2,2,0.790510893936044,4,-3
478,2015-10-11,cntrl,none,0,none,46,0,2,1,0.920625082492612,NA,NA
479,2015-10-11,info,big,1,none,29,1,3,1,1.04982344108626,NA,NA
480,2015-10-11,Hungary,DK,0,none,36,1,2,1,0.836956339489544,NA,NA
481,2015-10-11,history,some,1,none,64,0,2,2,0.963846797677204,2,-1
482,2015-10-11,cntrl,some,1,none,45,1,2,2,0.946346009423225,5,NA
483,2015-10-11,cntrl,some,1,none,81,1,2,2,0.649845010717621,5,-3
484,2015-10-11,cntrl,none,0,none,50,0,2,1,0.875722268002621,1,NA
485,2015-10-11,info,DK,0,none,34,1,4,3,1.20763288873442,NA,0
486,2015-10-11,Hungary,none,0,none,61,1,2,3,0.869728419220684,5,NA
487,2015-10-11,Hungary,none,0,none,20,0,3,3,1.31268119266489,2,0
488,2015-10-11,history,big,1,none,79,1,4,2,0.665479615059735,5,0
489,2015-10-11,history,big,1,none,78,0,2,2,0.823682159044681,4,-3
490,2015-10-11,Hungary,some,1,none,45,1,2,1,0.598061432461841,1,0
491,2015-10-11,history,DK,0,none,22,1,1,1,0.782082889255692,NA,NA
492,2015-10-11,history,DK,0,none,61,1,2,1,0.718160712142979,1,0
493,2015-10-11,cntrl,some,1,none,57,1,2,1,0.671152829280942,3,2
494,2015-10-11,Hungary,some,1,none,43,0,2,1,0.983975655519965,3,1
495,2015-10-11,history,none,0,none,54,0,2,1,0.876860582965285,1,-1
496,2015-10-11,history,none,0,none,58,1,1,1,0.684757074425881,3,0
497,2015-10-11,history,some,1,none,49,1,2,1,0.813386906926122,1,NA
498,2015-10-11,Hungary,big,1,none,18,1,1,1,1.26318074499087,1,-1
499,2015-10-11,Hungary,none,0,none,69,1,1,1,0.870947302580495,2,NA
500,2015-10-11,cntrl,some,1,none,31,1,2,1,0.951932666410202,2,-3
501,2015-10-11,info,some,1,none,38,1,2,1,1.43491810848849,1,0
502,2015-10-11,history,some,1,none,24,0,2,1,0.978256026678205,1,NA
503,2015-10-11,history,some,1,none,56,0,3,3,1.16564600172168,5,1
504,2015-10-11,cntrl,some,1,past,57,0,2,1,0.757431059999698,NA,0
505,2015-10-10,history,none,0,none,32,1,4,2,1.18819572352926,3,0
506,2015-10-10,info,none,0,past,67,0,2,2,0.82149682271243,5,2
507,2015-10-09,info,none,0,none,65,1,2,1,0.51229988497442,4,3
508,2015-10-09,cntrl,some,1,none,71,0,4,1,0.550765251300233,4,3
509,2015-10-11,Hungary,some,1,none,19,1,3,2,0.584180287436507,NA,NA
510,2015-10-11,Hungary,none,0,none,67,1,1,3,1.38309562508846,NA,0
511,2015-10-09,Hungary,DK,0,none,55,1,1,1,0.955273586947023,1,3
512,2015-10-10,history,none,0,none,58,1,1,1,0.776573900585404,NA,NA
513,2015-10-10,Hungary,big,1,current,49,0,1,1,1.28929845637547,2,NA
514,2015-10-10,info,some,1,none,20,1,2,1,0.499803061694811,NA,NA
515,2015-10-10,Hungary,none,0,none,23,0,4,3,0.962734197935019,4,0
516,2015-10-10,cntrl,DK,0,none,74,0,2,3,0.905077241268348,4,NA
517,2015-10-10,history,some,1,none,41,0,2,3,1.07404126177467,1,-1
518,2015-10-10,Hungary,big,1,none,62,0,4,3,0.79762212941213,5,-1
519,2015-10-12,Hungary,big,1,none,22,0,2,3,0.890563079965707,2,0
520,2015-10-12,info,none,0,none,29,0,4,1,1.5083593247141,5,0
521,2015-10-10,Hungary,DK,0,none,30,1,4,1,1.30758889725251,NA,NA
522,2015-10-12,history,none,0,none,32,0,2,2,1.28955566813784,5,0
523,2015-10-12,cntrl,none,0,none,71,0,1,1,0.960336394225949,3,NA
524,2015-10-12,history,none,0,none,65,1,1,1,0.832510653226062,2,NA
525,2015-10-10,cntrl,none,0,none,46,1,4,3,1.0847572698487,4,3
526,2015-10-10,info,none,0,past,50,1,4,3,1.1639220178333,5,2
527,2015-10-09,cntrl,some,1,none,62,0,4,3,0.869418893004376,5,0
528,2015-10-10,info,none,0,past,59,1,4,3,0.75369474164889,2,0
529,2015-10-09,cntrl,none,0,none,63,1,4,3,0.957760749261205,5,1
530,2015-10-10,info,some,1,none,23,0,4,3,1.33352090207267,2,-1
531,2015-10-12,history,none,0,past,43,0,2,1,1.06663827298351,NA,NA
532,2015-10-12,history,big,1,none,57,1,2,2,0.553451237699219,NA,NA
533,2015-10-12,history,DK,0,none,54,0,3,2,1.10511697654229,NA,NA
534,2015-10-12,cntrl,none,0,none,64,0,2,2,0.860952738408834,3,2
535,2015-10-12,cntrl,some,1,none,18,1,1,1,1.19111459017894,NA,0
536,2015-10-12,info,big,1,none,63,1,2,1,0.677188680811459,NA,NA
537,2015-10-12,history,none,0,none,58,1,2,1,0.396784695581639,1,NA
538,2015-10-12,Hungary,none,0,none,73,1,1,2,0.810552120707306,1,2
539,2015-10-12,info,big,1,none,71,0,2,1,1.38576241795012,4,0
540,2015-10-12,info,some,1,none,44,1,2,2,0.695212662335948,2,NA
541,2015-10-12,cntrl,none,0,none,55,1,1,2,0.852949267684944,2,NA
542,2015-10-12,Hungary,some,1,none,23,1,2,2,0.51956033487325,NA,NA
543,2015-10-12,history,big,1,none,57,1,2,1,0.606421621698889,3,0
544,2015-10-09,info,DK,0,none,67,0,1,1,0.848356713938074,2,2
545,2015-10-12,history,some,1,none,21,1,3,1,0.538297192427287,2,2
546,2015-10-12,Hungary,DK,0,none,31,1,2,1,1.26899936676739,4,NA
547,2015-10-12,cntrl,some,1,current,34,1,2,1,1.06856285493558,5,1
548,2015-10-12,info,big,1,none,41,0,2,2,1.29863917691364,4,3
549,2015-10-12,history,none,0,none,61,1,4,2,0.649639925659763,5,0
550,2015-10-12,cntrl,big,1,none,64,1,2,1,0.606421621698889,2,1
551,2015-10-12,history,none,0,none,35,0,1,1,1.21079895703714,NA,1
552,2015-10-12,info,none,0,none,60,1,1,1,1.00687301038138,1,0
553,2015-10-12,Hungary,big,1,none,77,0,2,1,0.582161996607338,NA,0
554,2015-10-12,cntrl,DK,0,none,62,1,1,1,0.883709100290973,1,0
555,2015-10-12,info,some,1,none,49,1,4,3,0.86805456573836,5,0
556,2015-10-12,history,none,0,none,23,0,2,3,1.0671225164623,NA,0
557,2015-10-12,info,some,1,none,23,1,4,1,0.779069273874504,1,0
558,2015-10-12,Hungary,none,0,none,71,0,4,3,0.688126614873472,3,-2
559,2015-10-12,cntrl,none,0,none,25,0,4,3,1.30018199608556,NA,NA
560,2015-10-12,cntrl,some,1,none,40,1,2,3,0.749186562098256,NA,2
561,2015-10-12,info,some,1,none,19,0,1,2,2.01026366877322,NA,3
562,2015-10-12,cntrl,some,1,none,34,1,4,2,1.37570986741051,NA,0
563,2015-10-12,Hungary,some,1,none,68,0,4,3,0.730771563579266,4,0
564,2015-10-12,cntrl,none,0,none,43,1,4,3,0.904152293340081,2,0
565,2015-10-12,info,some,1,none,41,1,4,3,0.904152293340081,3,0
566,2015-10-12,history,some,1,none,68,1,2,1,0.504673223875481,3,NA
567,2015-10-12,info,big,1,none,58,0,2,1,0.550486554641191,3,-1
568,2015-10-12,Hungary,none,0,none,49,1,2,1,0.994436677358452,1,NA
569,2015-10-12,info,big,1,none,70,0,3,1,0.544056037202254,NA,NA
570,2015-10-12,info,big,1,none,53,1,2,1,0.798085122474173,2,NA
571,2015-10-12,info,none,0,none,21,0,2,1,0.772066881422968,NA,-2
572,2015-10-12,Hungary,some,1,none,24,1,4,1,0.740783589509866,NA,NA
573,2015-10-12,history,some,1,none,21,0,3,3,1.14331202181846,3,0
574,2015-10-12,info,some,1,none,30,0,4,3,1.39987370635323,NA,NA
575,2015-10-12,cntrl,some,1,past,34,0,4,3,1.77889537471726,5,-1
576,2015-10-12,info,none,0,none,43,1,4,3,0.904152293340081,5,0
577,2015-10-12,cntrl,none,0,none,25,0,1,3,1.80872322180853,3,NA
578,2015-10-12,info,none,0,past,30,0,4,3,1.36684905835705,5,0
579,2015-10-12,cntrl,none,0,none,56,0,2,1,0.862288266028344,2,0
580,2015-10-12,info,big,1,none,77,0,4,3,0.756934932934062,4,3
581,2015-10-12,info,DK,0,none,64,1,3,1,0.641533510309663,NA,3
582,2015-10-12,info,some,1,none,44,0,2,1,0.940550838504675,NA,NA
583,2015-10-12,cntrl,big,1,none,32,1,1,1,2.02655579969903,1,NA
584,2015-10-12,info,big,1,none,70,1,1,1,0.832510653226062,4,NA
585,2015-10-12,Hungary,none,0,current,41,0,4,3,1.31225956133613,5,2
586,2015-10-12,Hungary,DK,0,none,78,1,1,2,1.03778394998732,NA,NA
587,2015-10-12,history,big,1,none,68,1,3,2,0.665536812552906,NA,0
588,2015-10-12,Hungary,some,1,none,49,1,2,2,1.23161167809633,NA,1
589,2015-10-12,info,DK,0,current,58,0,4,2,0.676576985586293,NA,-2
590,2015-10-12,history,none,0,none,60,1,3,2,0.799717310281202,NA,3
591,2015-10-12,info,none,0,past,27,1,4,1,0.945320680334896,5,-2
592,2015-10-12,Hungary,some,1,none,43,1,2,1,0.75571282623033,5,-3
593,2015-10-12,history,some,1,none,43,1,1,2,1.2786658795916,1,2
594,2015-10-12,info,some,1,none,23,1,4,2,0.61115226644547,5,0
595,2015-10-12,history,DK,0,none,42,1,2,3,1.22520838793583,2,NA
596,2015-10-12,info,none,0,none,37,1,4,2,1.0585276826666,5,NA
597,2015-10-12,Hungary,none,0,current,38,1,4,2,1.0585276826666,NA,2
598,2015-10-12,Hungary,none,0,none,55,1,3,2,0.969964342817653,1,-2
599,2015-10-12,Hungary,none,0,none,40,0,3,1,0.870144117254379,2,0
600,2015-10-12,info,some,1,none,79,1,2,3,1.44893625867471,4,3
601,2015-10-12,Hungary,DK,0,none,64,1,2,1,0.74751323800348,NA,-2
602,2015-10-12,info,DK,0,none,61,1,1,2,1.07653450337841,1,NA
603,2015-10-12,info,none,0,none,29,0,3,2,1.26960749398977,5,NA
604,2015-10-12,Hungary,some,1,none,24,1,2,2,0.81280126129663,NA,NA
605,2015-10-12,info,none,0,none,29,1,4,2,1.18819572352926,NA,NA
606,2015-10-12,history,some,1,past,44,1,4,1,0.742949395472818,5,0
607,2015-10-12,info,DK,0,none,40,1,1,1,1.57959941785416,1,NA
608,2015-10-12,cntrl,some,1,none,79,0,1,1,1.00467470161472,NA,0
609,2015-10-12,history,some,1,none,62,1,1,1,1.04654110949118,3,0
610,2015-10-12,Hungary,none,0,none,26,1,4,1,1.89320719453473,4,3
611,2015-10-12,Hungary,none,0,none,60,0,2,3,1.24728843592886,5,1
612,2015-10-12,history,some,1,none,47,1,4,3,1.06663863485798,5,-1
613,2015-10-12,history,big,1,none,27,0,2,1,1.26239700326399,2,-3
614,2015-10-12,history,none,0,none,64,0,2,2,1.19785819332381,NA,NA
615,2015-10-12,cntrl,big,1,none,18,1,1,2,1.82648316585227,1,-3
616,2015-10-12,history,none,0,none,79,1,2,3,0.727343535331144,3,NA
617,2015-10-12,history,none,0,none,74,1,3,3,0.679734582166217,5,0
618,2015-10-12,history,DK,0,none,59,1,2,3,0.687768763915116,NA,NA
619,2015-10-12,Hungary,some,1,none,79,0,1,3,1.22266595956729,3,NA
620,2015-10-12,cntrl,some,1,none,73,1,1,2,1.06527335937634,4,0
621,2015-10-12,Hungary,DK,0,none,40,1,2,2,1.32581064892322,1,NA
622,2015-10-12,Hungary,none,0,none,40,1,2,2,0.789782313949353,2,2
623,2015-10-10,Hungary,none,0,none,67,1,2,2,0.712151346769172,4,1
624,2015-10-12,Hungary,none,0,none,31,0,4,2,1.37063422833934,5,NA
625,2015-10-09,history,big,1,none,59,1,1,3,1.18291608935416,1,NA
626,2015-10-12,Hungary,some,1,none,62,1,2,3,0.638789456687469,3,0
627,2015-10-10,Hungary,none,0,none,53,0,2,2,0.98847279251913,4,0
628,2015-10-12,history,big,1,none,71,1,1,3,1.07444479604665,3,NA
629,2015-10-12,info,none,0,none,57,0,1,3,1.48929972431458,5,-3
630,2015-10-12,cntrl,none,0,none,33,0,1,3,2.7035084337408,NA,3
631,2015-10-12,cntrl,none,0,none,28,0,3,2,1.33470684324779,4,NA
632,2015-10-12,cntrl,none,0,past,39,1,4,3,0.916540081502806,5,0
633,2015-10-12,info,some,1,none,26,1,2,2,1.47032671652171,3,NA
634,2015-10-12,history,none,0,none,61,1,3,2,0.725787520202626,2,1
635,2015-10-12,cntrl,DK,0,none,60,0,4,2,0.662005213314714,NA,0
636,2015-10-12,history,none,0,none,33,0,4,2,1.05536870605456,NA,2
637,2015-10-12,cntrl,some,1,none,64,1,4,2,0.615770863962367,4,-1
638,2015-10-12,cntrl,none,0,none,43,0,4,2,0.997115803683959,5,1
639,2015-10-12,Hungary,none,0,none,54,1,3,3,0.844357228137569,1,0
640,2015-10-12,Hungary,some,1,none,59,0,2,3,0.562683932879001,0,2
641,2015-10-11,cntrl,some,1,none,69,0,2,3,0.765808323733859,1,-1
642,2015-10-11,cntrl,some,1,none,58,1,4,3,0.586663598031733,3,1
643,2015-10-11,cntrl,some,1,none,49,0,2,3,1.04222150761067,1,-1
644,2015-10-12,info,none,0,none,47,1,4,3,0.786927841846797,4,0
645,2015-10-12,history,some,1,none,80,1,4,3,0.620420696359443,5,-2
646,2015-10-12,cntrl,none,0,none,67,1,4,3,0.578222467166087,5,0
647,2015-10-11,cntrl,none,0,none,32,1,4,3,1.10764905005872,5,-1
648,2015-10-11,info,big,1,none,81,1,1,3,0.967433549546298,4,NA
649,2015-10-11,Hungary,DK,0,none,25,1,4,2,0.718552831122177,NA,NA
650,2015-10-10,Hungary,some,1,none,27,0,2,1,0.806951761753554,3,0
651,2015-10-12,info,some,1,none,50,0,2,2,0.901534344278201,NA,0
652,2015-10-13,cntrl,none,0,none,45,0,2,2,0.980331694897343,4,3
653,2015-10-13,info,none,0,none,35,0,4,2,0.854092178791545,NA,0
654,2015-10-12,Hungary,none,0,none,61,1,4,2,0.711382054398424,4,NA
655,2015-10-13,info,big,1,none,78,0,2,3,0.850517090906074,5,1
656,2015-10-13,cntrl,none,0,none,66,0,2,3,0.819228161205527,NA,NA
657,2015-10-13,cntrl,none,0,none,53,0,4,3,1.23399908947953,NA,2
658,2015-10-11,cntrl,DK,0,none,22,0,3,2,1.00760043868936,4,0
659,2015-10-13,info,some,1,none,21,1,3,1,0.538297192427287,2,2
660,2015-10-13,info,big,1,past,66,0,2,1,0.544056037202254,5,0
661,2015-10-13,info,big,1,none,69,0,1,1,1.31741855908427,2,NA
662,2015-10-07,cntrl,none,0,none,34,1,3,1,1.16655259324711,NA,NA
663,2015-10-12,Hungary,some,1,none,43,1,2,3,1.26593345513888,2,1
664,2015-10-12,history,none,0,none,18,0,1,2,2.10587907427268,2,0
665,2015-10-12,history,DK,0,none,46,1,2,3,1.29168764762295,NA,-1
666,2015-10-13,Hungary,some,1,none,31,0,2,3,1.52261479169631,4,0
667,2015-10-13,cntrl,some,1,none,68,1,4,3,0.45502306639993,NA,-3
668,2015-10-13,info,none,0,none,67,0,2,1,0.601348493013317,1,1
669,2015-10-13,history,none,0,none,64,0,2,1,0.568629113522937,NA,1
670,2015-10-13,history,some,1,none,75,1,2,1,0.557818426576658,3,NA
671,2015-10-12,cntrl,big,1,none,59,0,2,1,0.781165902707687,1,1
672,2015-10-13,cntrl,DK,0,none,78,0,2,1,0.650098051247982,NA,1
673,2015-10-13,Hungary,some,1,none,46,1,4,2,0.706020917936166,NA,1
674,2015-10-13,Hungary,none,0,none,63,1,4,2,0.718327440320068,3,1
675,2015-10-13,history,none,0,none,78,1,1,1,1.01024080242217,NA,0
676,2015-10-13,history,none,0,none,29,1,1,1,2.45919898959577,4,NA
677,2015-10-13,cntrl,big,1,none,27,1,4,2,1.83224961902151,NA,0
678,2015-10-13,info,big,1,none,38,0,4,2,2.14737520513004,3,-1
679,2015-10-13,info,none,0,past,32,0,4,3,1.76130036773872,5,0
680,2015-10-13,cntrl,DK,0,none,37,1,3,1,1.01300618657855,NA,NA
681,2015-10-13,Hungary,big,1,none,63,0,2,1,0.828428880881661,2,0
682,2015-10-13,info,some,1,none,42,1,4,1,0.710161550195305,NA,0
683,2015-10-13,history,none,0,none,25,0,2,1,1.1678978754366,NA,-2
684,2015-10-13,cntrl,DK,0,none,48,1,3,1,0.719289982575325,NA,NA
685,2015-10-13,history,none,0,none,49,0,2,1,1.05438483209415,NA,NA
686,2015-10-13,history,DK,0,none,73,1,1,1,0.824136085778337,2,NA
687,2015-10-13,history,some,1,none,64,1,2,1,0.632862660681379,NA,NA
688,2015-10-13,Hungary,some,1,none,20,1,3,1,0.763868633488348,2,1
689,2015-10-13,cntrl,some,1,none,32,0,2,1,1.58251425495199,3,-1
690,2015-10-13,history,none,0,none,20,1,3,3,0.828410667620525,NA,0
691,2015-10-13,cntrl,none,0,none,80,1,2,3,0.64006795057473,NA,-1
692,2015-10-13,Hungary,some,1,none,58,1,2,2,1.03790113488389,3,-2
693,2015-10-13,cntrl,none,0,none,37,1,4,2,0.753424150732129,5,-1
694,2015-10-13,history,some,1,none,73,0,4,3,0.910288819596752,5,0
695,2015-10-13,cntrl,none,0,none,51,1,2,3,1.15233003997417,3,0
696,2015-10-10,info,big,1,none,36,0,2,2,1.80709193352378,2,0
697,2015-10-13,info,DK,0,none,35,1,4,3,1.06713270325261,3,0
698,2015-10-13,cntrl,none,0,none,72,1,2,3,0.631327427494556,4,-2
699,2015-10-13,history,some,1,none,62,1,2,3,1.0276573892306,4,2
700,2015-10-13,Hungary,some,1,none,61,1,3,3,0.797508795496874,5,3
701,2015-10-13,info,none,0,none,78,1,2,2,1.21983095281589,4,-2
702,2015-10-13,Hungary,some,1,none,59,1,2,2,1.02622955046725,1,0
703,2015-10-13,Hungary,DK,0,none,63,1,2,3,0.605241844884263,NA,0
704,2015-10-12,history,some,1,none,51,0,4,3,1.25131357911165,5,-1
705,2015-10-13,info,none,0,none,33,1,4,3,1.52686217922142,5,NA
706,2015-10-09,info,none,0,none,61,0,2,3,1.18544644185518,3,0
707,2015-10-12,Hungary,some,1,none,81,0,2,3,0.986546416116793,4,2
