respondent_id,interview_date,treatment,govt_intervention,supports_intervention,fx_status,age,female,ed_level,urban_rural,survey_weight
381,2015-10-10,Hungary,big,1.0,none,18,0,1,1,1.33649190424988
382,2015-10-10,Hungary,some,1.0,none,78,0,1,1,0.921494428681712
383,2015-10-11,cntrl,DK,0.0,none,28,1,2,2,1.22334408206257
384,2015-10-11,Hungary,none,0.0,none,36,1,2,2,0.911454399201446
385,2015-10-10,cntrl,none,0.0,none,63,1,1,1,0.959894581034579
386,2015-10-09,cntrl,none,0.0,none,35,0,4,2,0.979889759783867
387,2015-10-09,cntrl,some,1.0,none,57,0,3,2,0.885195934837297
388,2015-10-10,cntrl,none,0.0,none,39,0,2,1,1.22117612624695
389,2015-10-09,info,big,1.0,none,65,1,2,2,0.683347525275158
390,2015-10-10,cntrl,some,1.0,none,60,1,1,1,0.959894581034579
391,2015-10-09,info,some,1.0,none,40,1,2,2,0.911454399201446
392,2015-10-10,info,DK,0.0,none,71,0,1,1,0.921494428681712
393,2015-10-11,cntrl,none,0.0,none,19,0,1,3,1.41458732969516
394,2015-10-10,info,none,0.0,none,18,0,1,1,1.35998686170285
395,2015-10-10,Hungary,none,0.0,none,38,1,4,2,1.09843297278304
396,2015-10-11,Hungary,DK,0.0,none,19,0,1,2,0.966851162639383
397,2015-10-10,cntrl,DK,0.0,none,62,1,4,3,0.716801955740161
398,2015-10-11,history,none,0.0,none,59,1,4,1,1.00273253925187
399,2015-10-11,Hungary,none,0.0,none,24,0,2,1,0.964275158890812
400,2015-10-11,info,none,0.0,none,59,1,1,1,1.37231750562885
401,2015-10-11,info,some,1.0,none,81,1,1,1,1.14206333508728
402,2015-10-11,history,some,1.0,none,41,1,4,1,0.92998755951801
403,2015-10-11,info,big,1.0,none,68,1,2,1,0.699157332061297
404,2015-10-11,cntrl,some,1.0,none,77,0,2,1,0.806507674906665
405,2015-10-11,Hungary,some,1.0,none,62,1,2,1,0.840116144612204
406,2015-10-11,info,some,1.0,none,33,0,2,1,1.23263263375197
407,2015-10-11,info,none,0.0,none,32,0,3,1,1.15194950881962
408,2015-10-11,Hungary,some,1.0,none,71,1,4,2,0.38123539504514
409,2015-10-11,history,DK,0.0,none,85,1,1,1,1.09020905236777
410,2015-10-11,cntrl,big,1.0,none,64,1,1,2,1.42337349306351
411,2015-10-11,Hungary,none,0.0,none,58,0,2,1,1.18151301121998
412,2015-10-11,history,DK,0.0,none,30,1,3,1,1.70193779587128
413,2015-10-11,history,big,1.0,none,43,0,2,1,1.02410395601864
414,2015-10-11,cntrl,big,1.0,none,65,1,1,1,1.09020905236777
415,2015-10-11,Hungary,none,0.0,none,46,1,4,1,1.44318561820885
416,2015-10-11,info,some,1.0,none,37,0,4,1,1.12380544627253
417,2015-10-11,info,some,1.0,none,19,0,2,1,1.22535669633671
418,2015-10-11,info,none,0.0,none,50,1,4,1,0.928974848922769
419,2015-10-11,cntrl,big,1.0,none,53,0,2,3,0.88180020679255
420,2015-10-11,history,none,0.0,none,43,0,3,3,1.03939777402048
421,2015-10-11,info,some,1.0,none,38,1,4,2,1.5432498521779
422,2015-10-11,Hungary,some,1.0,none,32,0,2,1,1.53190227249435
423,2015-10-11,history,DK,0.0,,80,1,1,1,1.01024080242217
424,2015-10-11,history,none,0.0,none,30,1,3,1,1.2410727922381
425,2015-10-11,history,none,0.0,none,58,0,2,2,1.34966957987227
426,2015-10-11,cntrl,some,1.0,none,64,0,2,1,0.785346795818705
427,2015-10-11,info,some,1.0,none,20,1,2,1,0.646659322273743
428,2015-10-11,Hungary,none,0.0,none,40,1,2,1,1.0941672590121
429,2015-10-11,Hungary,DK,0.0,none,27,0,1,1,1.82447925119363
430,2015-10-11,history,none,0.0,none,52,0,2,1,1.28547826964449
431,2015-10-11,Hungary,none,0.0,none,25,1,4,1,1.19906165674844
432,2015-10-11,Hungary,some,1.0,none,53,0,2,2,1.3560169226578
433,2015-10-11,cntrl,none,0.0,none,61,0,2,1,0.854854086371502
434,2015-10-11,cntrl,none,0.0,none,75,0,1,1,1.31741855908427
435,2015-10-11,cntrl,none,0.0,none,41,1,2,1,1.04531903474281
436,2015-10-11,Hungary,none,0.0,none,73,0,2,1,0.84486809477223
437,2015-10-11,history,DK,0.0,none,53,1,1,1,0.832197959291888
438,2015-10-11,history,some,1.0,none,19,1,1,1,1.0666416345589
439,2015-10-11,cntrl,none,0.0,none,50,0,2,2,1.11801038266368
440,2015-10-11,info,some,1.0,none,25,1,4,2,1.29386006645801
441,2015-10-11,history,big,1.0,none,40,0,2,2,1.27672907626759
442,2015-10-11,history,none,0.0,none,56,0,2,1,0.81604026220189
443,2015-10-11,cntrl,none,0.0,none,72,1,1,1,1.09020905236777
444,2015-10-11,info,big,1.0,none,63,0,2,1,0.969109651535967
445,2015-10-10,history,some,1.0,past,69,0,4,2,0.876300744034304
446,2015-10-10,Hungary,big,1.0,none,25,0,3,2,2.13315270888319
447,2015-10-11,history,none,0.0,none,27,0,4,3,1.15994459911196
448,2015-10-10,cntrl,DK,0.0,none,73,1,1,1,0.812881998657614
449,2015-10-10,Hungary,some,1.0,none,21,1,3,2,0.741689033875839
450,2015-10-11,history,some,1.0,none,57,0,2,2,0.840108801250206
451,2015-10-10,Hungary,some,1.0,none,75,0,4,2,0.698637772780223
452,2015-10-11,Hungary,some,1.0,none,42,1,4,2,0.753424150732129
453,2015-10-11,cntrl,none,0.0,none,49,0,2,1,1.17448823508591
454,2015-10-10,Hungary,big,1.0,none,24,0,1,1,1.38135508368071
455,2015-10-09,info,none,0.0,none,71,0,1,1,0.952427028996762
456,2015-10-11,info,some,1.0,none,25,1,4,1,0.945320680334896
457,2015-10-11,history,DK,0.0,none,69,1,1,1,0.825654065416682
458,2015-10-11,cntrl,none,0.0,none,38,1,2,1,1.02758690304341
459,2015-10-10,info,some,1.0,none,29,0,4,1,1.09046755140264
460,2015-10-10,info,none,0.0,none,70,0,2,1,0.65357745358048
461,2015-10-11,cntrl,none,0.0,none,72,1,1,1,0.825654065416682
462,2015-10-11,info,none,0.0,none,49,0,2,1,1.13031257754693
463,2015-10-11,Hungary,some,1.0,none,65,1,2,3,0.64006795057473
464,2015-10-10,history,none,0.0,none,51,0,2,1,1.20133608405928
465,2015-10-11,cntrl,none,0.0,none,31,0,4,3,1.31818259331973
466,2015-10-11,Hungary,big,1.0,none,61,0,2,2,0.886035100385803
467,2015-10-11,Hungary,none,0.0,none,21,0,2,2,1.08721890530062
468,2015-10-10,info,none,0.0,none,22,0,2,1,0.686338396771267
469,2015-10-11,Hungary,some,1.0,none,30,1,2,1,1.06856285493558
470,2015-10-11,cntrl,none,0.0,none,57,1,2,2,0.739728861988462
471,2015-10-11,info,none,0.0,none,35,1,4,2,0.765262011045109
472,2015-10-11,history,some,1.0,none,23,1,3,2,0.876029438461685
473,2015-10-11,info,big,1.0,none,27,0,2,3,1.41438254117755
474,2015-10-11,cntrl,DK,0.0,none,78,1,4,3,0.636892667625932
475,2015-10-11,info,none,0.0,none,43,0,2,3,1.12508332632049
476,2015-10-11,info,DK,0.0,none,81,1,1,1,0.821258591452106
477,2015-10-11,info,none,0.0,none,63,0,2,2,0.790510893936044
478,2015-10-11,cntrl,none,0.0,none,46,0,2,1,0.920625082492612
479,2015-10-11,info,big,1.0,none,29,1,3,1,1.04982344108626
480,2015-10-11,Hungary,DK,0.0,none,36,1,2,1,0.836956339489544
481,2015-10-11,history,some,1.0,none,64,0,2,2,0.963846797677204
482,2015-10-11,cntrl,some,1.0,none,45,1,2,2,0.946346009423225
483,2015-10-11,cntrl,some,1.0,none,81,1,2,2,0.649845010717621
484,2015-10-11,cntrl,none,0.0,none,50,0,2,1,0.875722268002621
485,2015-10-11,info,DK,0.0,none,34,1,4,3,1.20763288873442
486,2015-10-11,Hungary,none,0.0,none,61,1,2,3,0.869728419220684
487,2015-10-11,Hungary,none,0.0,none,20,0,3,3,1.31268119266489
488,2015-10-11,history,big,1.0,none,79,1,4,2,0.665479615059735
489,2015-10-11,history,big,1.0,none,78,0,2,2,0.823682159044681
490,2015-10-11,Hungary,some,1.0,none,45,1,2,1,0.598061432461841
491,2015-10-11,history,DK,0.0,none,22,1,1,1,0.782082889255692
492,2015-10-11,history,DK,0.0,none,61,1,2,1,0.718160712142979
493,2015-10-11,cntrl,some,1.0,none,57,1,2,1,0.671152829280942
494,2015-10-11,Hungary,some,1.0,none,43,0,2,1,0.983975655519965
495,2015-10-11,history,none,0.0,none,54,0,2,1,0.876860582965285
496,2015-10-11,history,none,0.0,none,58,1,1,1,0.684757074425881
497,2015-10-11,history,some,1.0,none,49,1,2,1,0.813386906926122
498,2015-10-11,Hungary,big,1.0,none,18,1,1,1,1.26318074499087
499,2015-10-11,Hungary,none,0.0,none,69,1,1,1,0.870947302580495
500,2015-10-11,cntrl,some,1.0,none,31,1,2,1,0.951932666410202
501,2015-10-11,info,some,1.0,none,38,1,2,1,1.43491810848849
502,2015-10-11,history,some,1.0,none,24,0,2,1,0.978256026678205
503,2015-10-11,history,some,1.0,none,56,0,3,3,1.16564600172168
504,2015-10-11,cntrl,some,1.0,past,57,0,2,1,0.757431059999698
505,2015-10-10,history,none,0.0,none,32,1,4,2,1.18819572352926
506,2015-10-10,info,none,0.0,past,67,0,2,2,0.82149682271243
507,2015-10-09,info,none,0.0,none,65,1,2,1,0.51229988497442
508,2015-10-09,cntrl,some,1.0,none,71,0,4,1,0.550765251300233
509,2015-10-11,Hungary,some,1.0,none,19,1,3,2,0.584180287436507
510,2015-10-11,Hungary,none,0.0,none,67,1,1,3,1.38309562508846
511,2015-10-09,Hungary,DK,0.0,none,55,1,1,1,0.955273586947023
512,2015-10-10,history,none,0.0,none,58,1,1,1,0.776573900585404
513,2015-10-10,Hungary,big,1.0,current,49,0,1,1,1.28929845637547
514,2015-10-10,info,some,1.0,none,20,1,2,1,0.499803061694811
515,2015-10-10,Hungary,none,0.0,none,23,0,4,3,0.962734197935019
516,2015-10-10,cntrl,DK,0.0,none,74,0,2,3,0.905077241268348
517,2015-10-10,history,some,1.0,none,41,0,2,3,1.07404126177467
518,2015-10-10,Hungary,big,1.0,none,62,0,4,3,0.79762212941213
519,2015-10-12,Hungary,big,1.0,none,22,0,2,3,0.890563079965707
520,2015-10-12,info,none,0.0,none,29,0,4,1,1.5083593247141
521,2015-10-10,Hungary,DK,0.0,none,30,1,4,1,1.30758889725251
522,2015-10-12,history,none,0.0,none,32,0,2,2,1.28955566813784
523,2015-10-12,cntrl,none,0.0,none,71,0,1,1,0.960336394225949
524,2015-10-12,history,none,0.0,none,65,1,1,1,0.832510653226062
525,2015-10-10,cntrl,none,0.0,none,46,1,4,3,1.0847572698487
526,2015-10-10,info,none,0.0,past,50,1,4,3,1.1639220178333
527,2015-10-09,cntrl,some,1.0,none,62,0,4,3,0.869418893004376
528,2015-10-10,info,none,0.0,past,59,1,4,3,0.75369474164889
529,2015-10-09,cntrl,none,0.0,none,63,1,4,3,0.957760749261205
530,2015-10-10,info,some,1.0,none,23,0,4,3,1.33352090207267
531,2015-10-12,history,none,0.0,past,43,0,2,1,1.06663827298351
532,2015-10-12,history,big,1.0,none,57,1,2,2,0.553451237699219
533,2015-10-12,history,DK,0.0,none,54,0,3,2,1.10511697654229
534,2015-10-12,cntrl,none,0.0,none,64,0,2,2,0.860952738408834
535,2015-10-12,cntrl,some,1.0,none,18,1,1,1,1.19111459017894
536,2015-10-12,info,big,1.0,none,63,1,2,1,0.677188680811459
537,2015-10-12,history,none,0.0,none,58,1,2,1,0.396784695581639
538,2015-10-12,Hungary,none,0.0,none,73,1,1,2,0.810552120707306
539,2015-10-12,info,big,1.0,none,71,0,2,1,1.38576241795012
540,2015-10-12,info,some,1.0,none,44,1,2,2,0.695212662335948
541,2015-10-12,cntrl,none,0.0,none,55,1,1,2,0.852949267684944
542,2015-10-12,Hungary,some,1.0,none,23,1,2,2,0.51956033487325
543,2015-10-12,history,big,1.0,none,57,1,2,1,0.606421621698889
544,2015-10-09,info,DK,0.0,none,67,0,1,1,0.848356713938074
545,2015-10-12,history,some,1.0,none,21,1,3,1,0.538297192427287
546,2015-10-12,Hungary,DK,0.0,none,31,1,2,1,1.26899936676739
547,2015-10-12,cntrl,some,1.0,current,34,1,2,1,1.06856285493558
548,2015-10-12,info,big,1.0,none,41,0,2,2,1.29863917691364
549,2015-10-12,history,none,0.0,none,61,1,4,2,0.649639925659763
550,2015-10-12,cntrl,big,1.0,none,64,1,2,1,0.606421621698889
551,2015-10-12,history,none,0.0,none,35,0,1,1,1.21079895703714
552,2015-10-12,info,none,0.0,none,60,1,1,1,1.00687301038138
553,2015-10-12,Hungary,big,1.0,none,77,0,2,1,0.582161996607338
554,2015-10-12,cntrl,DK,0.0,none,62,1,1,1,0.883709100290973
555,2015-10-12,info,some,1.0,none,49,1,4,3,0.86805456573836
556,2015-10-12,history,none,0.0,none,23,0,2,3,1.0671225164623
557,2015-10-12,info,some,1.0,none,23,1,4,1,0.779069273874504
558,2015-10-12,Hungary,none,0.0,none,71,0,4,3,0.688126614873472
559,2015-10-12,cntrl,none,0.0,none,25,0,4,3,1.30018199608556
560,2015-10-12,cntrl,some,1.0,none,40,1,2,3,0.749186562098256
561,2015-10-12,info,some,1.0,none,19,0,1,2,2.01026366877322
562,2015-10-12,cntrl,some,1.0,none,34,1,4,2,1.37570986741051
563,2015-10-12,Hungary,some,1.0,none,68,0,4,3,0.730771563579266
564,2015-10-12,cntrl,none,0.0,none,43,1,4,3,0.904152293340081
565,2015-10-12,info,some,1.0,none,41,1,4,3,0.904152293340081
566,2015-10-12,history,some,1.0,none,68,1,2,1,0.504673223875481
567,2015-10-12,info,big,1.0,none,58,0,2,1,0.550486554641191
568,2015-10-12,Hungary,none,0.0,none,49,1,2,1,0.994436677358452
569,2015-10-12,info,big,1.0,none,70,0,3,1,0.544056037202254
570,2015-10-12,info,big,1.0,none,53,1,2,1,0.798085122474173
571,2015-10-12,info,none,0.0,none,21,0,2,1,0.772066881422968
572,2015-10-12,Hungary,some,1.0,none,24,1,4,1,0.740783589509866
573,2015-10-12,history,some,1.0,none,21,0,3,3,1.14331202181846
574,2015-10-12,info,some,1.0,none,30,0,4,3,1.39987370635323
575,2015-10-12,cntrl,some,1.0,past,34,0,4,3,1.77889537471726
576,2015-10-12,info,none,0.0,none,43,1,4,3,0.904152293340081
577,2015-10-12,cntrl,none,0.0,none,25,0,1,3,1.80872322180853
578,2015-10-12,info,none,0.0,past,30,0,4,3,1.36684905835705
579,2015-10-12,cntrl,none,0.0,none,56,0,2,1,0.862288266028344
580,2015-10-12,info,big,1.0,none,77,0,4,3,0.756934932934062
581,2015-10-12,info,DK,0.0,none,64,1,3,1,0.641533510309663
582,2015-10-12,info,some,1.0,none,44,0,2,1,0.940550838504675
583,2015-10-12,cntrl,big,1.0,none,32,1,1,1,2.02655579969903
584,2015-10-12,info,big,1.0,none,70,1,1,1,0.832510653226062
585,2015-10-12,Hungary,none,0.0,current,41,0,4,3,1.31225956133613
586,2015-10-12,Hungary,DK,0.0,none,78,1,1,2,1.03778394998732
587,2015-10-12,history,big,1.0,none,68,1,3,2,0.665536812552906
588,2015-10-12,Hungary,some,1.0,none,49,1,2,2,1.23161167809633
589,2015-10-12,info,DK,0.0,current,58,0,4,2,0.676576985586293
590,2015-10-12,history,none,0.0,none,60,1,3,2,0.799717310281202
591,2015-10-12,info,none,0.0,past,27,1,4,1,0.945320680334896
592,2015-10-12,Hungary,some,1.0,none,43,1,2,1,0.75571282623033
593,2015-10-12,history,some,1.0,none,43,1,1,2,1.2786658795916
594,2015-10-12,info,some,1.0,none,23,1,4,2,0.61115226644547
595,2015-10-12,history,DK,0.0,none,42,1,2,3,1.22520838793583
596,2015-10-12,info,none,0.0,none,37,1,4,2,1.0585276826666
597,2015-10-12,Hungary,none,0.0,current,38,1,4,2,1.0585276826666
598,2015-10-12,Hungary,none,0.0,none,55,1,3,2,0.969964342817653
599,2015-10-12,Hungary,none,0.0,none,40,0,3,1,0.870144117254379
600,2015-10-12,info,some,1.0,none,79,1,2,3,1.44893625867471
601,2015-10-12,Hungary,DK,0.0,none,64,1,2,1,0.74751323800348
602,2015-10-12,info,DK,0.0,none,61,1,1,2,1.07653450337841
603,2015-10-12,info,none,0.0,none,29,0,3,2,1.26960749398977
604,2015-10-12,Hungary,some,1.0,none,24,1,2,2,0.81280126129663
605,2015-10-12,info,none,0.0,none,29,1,4,2,1.18819572352926
606,2015-10-12,history,some,1.0,past,44,1,4,1,0.742949395472818
607,2015-10-12,info,DK,0.0,none,40,1,1,1,1.57959941785416
608,2015-10-12,cntrl,some,1.0,none,79,0,1,1,1.00467470161472
609,2015-10-12,history,some,1.0,none,62,1,1,1,1.04654110949118
610,2015-10-12,Hungary,none,0.0,none,26,1,4,1,1.89320719453473
611,2015-10-12,Hungary,none,0.0,none,60,0,2,3,1.24728843592886
612,2015-10-12,history,some,1.0,none,47,1,4,3,1.06663863485798
613,2015-10-12,history,big,1.0,none,27,0,2,1,1.26239700326399
614,2015-10-12,history,none,0.0,none,64,0,2,2,1.19785819332381
615,2015-10-12,cntrl,big,1.0,none,18,1,1,2,1.82648316585227
616,2015-10-12,history,none,0.0,none,79,1,2,3,0.727343535331144
617,2015-10-12,history,none,0.0,none,74,1,3,3,0.679734582166217
618,2015-10-12,history,DK,0.0,none,59,1,2,3,0.687768763915116
619,2015-10-12,Hungary,some,1.0,none,79,0,1,3,1.22266595956729
620,2015-10-12,cntrl,some,1.0,none,73,1,1,2,1.06527335937634
621,2015-10-12,Hungary,DK,0.0,none,40,1,2,2,1.32581064892322
622,2015-10-12,Hungary,none,0.0,none,40,1,2,2,0.789782313949353
623,2015-10-10,Hungary,none,0.0,none,67,1,2,2,0.712151346769172
624,2015-10-12,Hungary,none,0.0,none,31,0,4,2,1.37063422833934
625,2015-10-09,history,big,1.0,none,59,1,1,3,1.18291608935416
626,2015-10-12,Hungary,some,1.0,none,62,1,2,3,0.638789456687469
627,2015-10-10,Hungary,none,0.0,none,53,0,2,2,0.98847279251913
628,2015-10-12,history,big,1.0,none,71,1,1,3,1.07444479604665
629,2015-10-12,info,none,0.0,none,57,0,1,3,1.48929972431458
630,2015-10-12,cntrl,none,0.0,none,33,0,1,3,2.7035084337408
631,2015-10-12,cntrl,none,0.0,none,28,0,3,2,1.33470684324779
632,2015-10-12,cntrl,none,0.0,past,39,1,4,3,0.916540081502806
633,2015-10-12,info,some,1.0,none,26,1,2,2,1.47032671652171
634,2015-10-12,history,none,0.0,none,61,1,3,2,0.725787520202626
635,2015-10-12,cntrl,DK,0.0,none,60,0,4,2,0.662005213314714
636,2015-10-12,history,none,0.0,none,33,0,4,2,1.05536870605456
637,2015-10-12,cntrl,some,1.0,none,64,1,4,2,0.615770863962367
638,2015-10-12,cntrl,none,0.0,none,43,0,4,2,0.997115803683959
639,2015-10-12,Hungary,none,0.0,none,54,1,3,3,0.844357228137569
640,2015-10-12,Hungary,some,1.0,none,59,0,2,3,0.562683932879001
641,2015-10-11,cntrl,some,1.0,none,69,0,2,3,0.765808323733859
642,2015-10-11,cntrl,some,1.0,none,58,1,4,3,0.586663598031733
643,2015-10-11,cntrl,some,1.0,none,49,0,2,3,1.04222150761067
644,2015-10-12,info,none,0.0,none,47,1,4,3,0.786927841846797
645,2015-10-12,history,some,1.0,none,80,1,4,3,0.620420696359443
646,2015-10-12,cntrl,none,0.0,none,67,1,4,3,0.578222467166087
647,2015-10-11,cntrl,none,0.0,none,32,1,4,3,1.10764905005872
648,2015-10-11,info,big,1.0,none,81,1,1,3,0.967433549546298
649,2015-10-11,Hungary,DK,0.0,none,25,1,4,2,0.718552831122177
650,2015-10-10,Hungary,some,1.0,none,27,0,2,1,0.806951761753554
651,2015-10-12,info,some,1.0,none,50,0,2,2,0.901534344278201
652,2015-10-13,cntrl,none,0.0,none,45,0,2,2,0.980331694897343
653,2015-10-13,info,none,0.0,none,35,0,4,2,0.854092178791545
654,2015-10-12,Hungary,none,0.0,none,61,1,4,2,0.711382054398424
655,2015-10-13,info,big,1.0,none,78,0,2,3,0.850517090906074
656,2015-10-13,cntrl,none,0.0,none,66,0,2,3,0.819228161205527
657,2015-10-13,cntrl,none,0.0,none,53,0,4,3,1.23399908947953
658,2015-10-11,cntrl,DK,0.0,none,22,0,3,2,1.00760043868936
659,2015-10-13,info,some,1.0,none,21,1,3,1,0.538297192427287
660,2015-10-13,info,big,1.0,past,66,0,2,1,0.544056037202254
661,2015-10-13,info,big,1.0,none,69,0,1,1,1.31741855908427
662,2015-10-07,cntrl,none,0.0,none,34,1,3,1,1.16655259324711
663,2015-10-12,Hungary,some,1.0,none,43,1,2,3,1.26593345513888
664,2015-10-12,history,none,0.0,none,18,0,1,2,2.10587907427268
665,2015-10-12,history,DK,0.0,none,46,1,2,3,1.29168764762295
666,2015-10-13,Hungary,some,1.0,none,31,0,2,3,1.52261479169631
667,2015-10-13,cntrl,some,1.0,none,68,1,4,3,0.45502306639993
668,2015-10-13,info,none,0.0,none,67,0,2,1,0.601348493013317
669,2015-10-13,history,none,0.0,none,64,0,2,1,0.568629113522937
670,2015-10-13,history,some,1.0,none,75,1,2,1,0.557818426576658
671,2015-10-12,cntrl,big,1.0,none,59,0,2,1,0.781165902707687
672,2015-10-13,cntrl,DK,0.0,none,78,0,2,1,0.650098051247982
673,2015-10-13,Hungary,some,1.0,none,46,1,4,2,0.706020917936166
674,2015-10-13,Hungary,none,0.0,none,63,1,4,2,0.718327440320068
675,2015-10-13,history,none,0.0,none,78,1,1,1,1.01024080242217
676,2015-10-13,history,none,0.0,none,29,1,1,1,2.45919898959577
677,2015-10-13,cntrl,big,1.0,none,27,1,4,2,1.83224961902151
678,2015-10-13,info,big,1.0,none,38,0,4,2,2.14737520513004
679,2015-10-13,info,none,0.0,past,32,0,4,3,1.76130036773872
680,2015-10-13,cntrl,DK,0.0,none,37,1,3,1,1.01300618657855
681,2015-10-13,Hungary,big,1.0,none,63,0,2,1,0.828428880881661
682,2015-10-13,info,some,1.0,none,42,1,4,1,0.710161550195305
683,2015-10-13,history,none,0.0,none,25,0,2,1,1.1678978754366
684,2015-10-13,cntrl,DK,0.0,none,48,1,3,1,0.719289982575325
685,2015-10-13,history,none,0.0,none,49,0,2,1,1.05438483209415
686,2015-10-13,history,DK,0.0,none,73,1,1,1,0.824136085778337
687,2015-10-13,history,some,1.0,none,64,1,2,1,0.632862660681379
688,2015-10-13,Hungary,some,1.0,none,20,1,3,1,0.763868633488348
689,2015-10-13,cntrl,some,1.0,none,32,0,2,1,1.58251425495199
690,2015-10-13,history,none,0.0,none,20,1,3,3,0.828410667620525
691,2015-10-13,cntrl,none,0.0,none,80,1,2,3,0.64006795057473
692,2015-10-13,Hungary,some,1.0,none,58,1,2,2,1.03790113488389
693,2015-10-13,cntrl,none,0.0,none,37,1,4,2,0.753424150732129
694,2015-10-13,history,some,1.0,none,73,0,4,3,0.910288819596752
695,2015-10-13,cntrl,none,0.0,none,51,1,2,3,1.15233003997417
696,2015-10-10,info,big,1.0,none,36,0,2,2,1.80709193352378
697,2015-10-13,info,DK,0.0,none,35,1,4,3,1.06713270325261
698,2015-10-13,cntrl,none,0.0,none,72,1,2,3,0.631327427494556
699,2015-10-13,history,some,1.0,none,62,1,2,3,1.0276573892306
700,2015-10-13,Hungary,some,1.0,none,61,1,3,3,0.797508795496874
701,2015-10-13,info,none,0.0,none,78,1,2,2,1.21983095281589
702,2015-10-13,Hungary,some,1.0,none,59,1,2,2,1.02622955046725
703,2015-10-13,Hungary,DK,0.0,none,63,1,2,3,0.605241844884263
704,2015-10-12,history,some,1.0,none,51,0,4,3,1.25131357911165
705,2015-10-13,info,none,0.0,none,33,1,4,3,1.52686217922142
706,2015-10-09,info,none,0.0,none,61,0,2,3,1.18544644185518
707,2015-10-12,Hungary,some,1.0,none,81,0,2,3,0.986546416116793
708,2015-10-09,cntrl,none,0.0,none,65,0,3,3,0.986546416116793
709,2015-10-13,Hungary,none,0.0,none,32,1,4,1,0.700112340837918
710,2015-10-13,info,some,1.0,none,42,0,2,1,0.918374848994473
711,2015-10-13,cntrl,none,0.0,none,20,0,3,1,0.872167391934133
712,2015-10-13,Hungary,some,1.0,none,25,0,4,2,1.1665055390671
713,2015-10-13,info,none,0.0,none,77,0,2,2,1.50568268063289
714,2015-10-13,history,some,1.0,none,19,0,3,2,1.60599913236343
715,2015-10-13,cntrl,none,0.0,none,64,1,3,3,1.01049249008816
716,2015-10-13,history,none,0.0,none,36,1,4,2,0.963992442368237
717,2015-10-13,cntrl,none,0.0,none,24,0,2,3,0.890563079965707
718,2015-10-13,history,some,1.0,none,20,1,3,1,0.81008507282243
719,2015-10-13,cntrl,none,0.0,current,55,0,4,3,0.860759992834435
720,2015-10-13,cntrl,none,0.0,none,20,1,3,1,0.684043411549415
721,2015-10-13,info,none,0.0,none,33,1,4,3,1.12712104777244
722,2015-10-13,Hungary,big,1.0,none,60,0,2,3,0.875089876352333
723,2015-10-13,history,none,0.0,none,55,0,2,3,0.688638199869533
724,2015-10-13,history,none,0.0,none,39,1,4,2,0.873301952622442
725,2015-10-13,history,none,0.0,none,58,0,4,2,0.667432494753468
726,2015-10-13,info,some,1.0,current,59,1,2,3,0.671543499287324
727,2015-10-13,Hungary,none,0.0,none,62,0,2,1,0.783902921810175
728,2015-10-13,info,some,1.0,none,74,1,4,3,0.797062947189988
729,2015-10-13,info,some,1.0,none,21,1,2,1,0.62549107572115
730,2015-10-13,Hungary,some,1.0,none,33,1,2,1,1.42750629753028
731,2015-10-13,history,some,1.0,none,58,0,2,1,0.926131468095056
732,2015-10-13,history,none,0.0,none,35,0,4,3,0.982113978600652
733,2015-10-13,history,DK,0.0,none,28,1,4,3,1.14272567241436
734,2015-10-13,cntrl,some,1.0,none,76,1,2,2,0.614792965529363
735,2015-10-13,cntrl,big,1.0,none,66,1,3,2,0.574551115454091
736,2015-10-13,cntrl,none,0.0,none,29,1,4,2,1.30348525944061
737,2015-10-13,history,some,1.0,none,18,1,1,1,1.17896557646103
738,2015-10-13,cntrl,none,0.0,none,52,0,2,2,1.03411014499651
739,2015-10-13,cntrl,some,1.0,none,37,0,4,2,0.944558488138106
740,2015-10-13,Hungary,big,1.0,current,35,0,2,3,1.0926930790886
741,2015-10-13,history,big,1.0,none,49,0,2,2,1.01465602002405
742,2015-10-13,info,none,0.0,none,27,1,3,3,1.50300101283756
743,2015-10-13,history,big,1.0,current,52,1,4,1,0.821748030930375
744,2015-10-13,Hungary,some,1.0,none,64,0,2,2,0.928830927758753
745,2015-10-13,cntrl,none,0.0,none,27,0,2,2,1.50961778599932
746,2015-10-13,Hungary,some,1.0,none,48,1,4,2,1.18148359869947
747,2015-10-13,Hungary,big,1.0,none,60,1,3,2,0.551825993988091
748,2015-10-13,history,big,1.0,none,62,0,2,1,0.785346795818705
749,2015-10-13,cntrl,big,1.0,none,31,0,4,2,1.20184588353364
750,2015-10-13,history,,,none,19,0,1,3,2.23113582218482
751,2015-10-13,Hungary,some,1.0,none,66,0,4,3,0.578147014770729
752,2015-10-13,cntrl,big,1.0,past,64,1,4,3,0.765298149531197
753,2015-10-13,cntrl,none,0.0,none,70,0,2,2,0.79090458891978
754,2015-10-13,cntrl,big,1.0,none,61,1,3,1,0.671152829280942
755,2015-10-13,history,big,1.0,none,31,1,2,1,0.951932666410202
756,2015-10-13,cntrl,some,1.0,none,67,1,1,1,0.569431694611907
757,2015-10-13,cntrl,none,0.0,none,31,1,2,1,0.888946318251727
758,2015-10-13,Hungary,,,none,85,1,1,1,0.569431694611907
759,2015-10-13,cntrl,some,1.0,none,20,1,3,3,1.24038799312415
760,2015-10-13,cntrl,big,1.0,none,33,1,1,2,1.52772939941046
