"country","ID","countr","age_group","gender_bin","education","manipulation_check2","party","party2","education_bin","policy_ai_offshoregr_1","policy_ai_offshoregr_2","policy_ai_offshoregr_3","policy_ai_offshoregr_4","policy_ai_offshoregr_5","policy_ai_offshoregr_6","tables_policygr_1","tables_policygr_2","tables_policygr_3","tables_policygr_4","tables_policygr_5","tables_policygr_6","treat_offshoring","qtable_1","qtable_2","qtable_3","qtable_4","price_after_1","price_after_2","price_after_3","price_after_4","cs_after_1","cs_after_2","cs_after_3","cs_after_4","factory_after_1","factory_after_2","factory_after_3","factory_after_4","ds_after_1","ds_after_2","ds_after_3","ds_after_4","income","GeoPC_Region1","region","gender"
2,1505,"Canada","18 to 29","Woman","HS or less","Fail","Other","Other","No college",3,3,3,3,3,3,3,3,3,3,3,3,"Offshoring",3,3,3,3,"Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Decreases to 450$","Decrease to 75","Decrease to 75","Increase to 125","Increase to 125","Decrease to 300","Decrease to 300","Increase to 500","Unchanged at 400","Unchanged at 200","Decrease to 150","Decrease to 150","Unchanged at 200","High",11,NA,"Woman"
1,1506,"US","45 to 64","Woman","HS or less","Fail","Democratic","Democratic","No college",4,4,4,4,4,4,4,4,4,4,4,4,"AI",2,2,3,3,"Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Unchanged at 600$","Unchanged at 100","Increase to 125","Increase to 125","Unchanged at 100","Increase to 500","Decrease to 300","Decrease to 300","Unchanged at 400","Increase to 250","Increase to 250","Decrease to 150","Decrease to 150","Low",NA,1,"Woman"
1,1507,"US","18 to 29","Woman","Some college","Fail","Democratic","Democratic","No college",4,4,4,4,5,4,4,4,4,2,4,4,"Offshoring",4,4,4,4,"Decreases to 300$","Decreases to 450$","Decreases to 300$","Decreases to 450$","Unchanged at 100","Increase to 125","Unchanged at 100","Decrease to 75","Unchanged at 400","Increase to 500","Unchanged at 400","Unchanged at 400","Decrease to 150","Increase to 250","Increase to 250","Increase to 250","Middle",NA,3,"Woman"
1,1508,"US","30 to 44","Woman","Some college","Pass","Other","Republican","No college",5,5,5,5,1,5,5,5,5,5,3,5,"Offshoring",1,1,4,4,"Unchanged at 600$","Decreases to 450$","Decreases to 300$","Unchanged at 600$","Decrease to 75","Decrease to 75","Unchanged at 100","Decrease to 75","Decrease to 300","Increase to 500","Unchanged at 400","Unchanged at 400","Increase to 250","Decrease to 150","Unchanged at 200","Increase to 250","Low",NA,2,"Woman"
1,1509,"US","45 to 64","Woman","Some college","Pass","Democratic","Democratic","No college",3,3,4,4,3,4,1,3,2,4,4,3,"Offshoring",1,1,1,4,"Decreases to 300$","Decreases to 300$","Decreases to 450$","Decreases to 450$","Decrease to 75","Unchanged at 100","Unchanged at 100","Increase to 125","Increase to 500","Unchanged at 400","Increase to 500","Unchanged at 400","Unchanged at 200","Increase to 250","Decrease to 150","Unchanged at 200","Middle",NA,1,"Woman"
1,1510,"US","45 to 64","Woman","Some college","Pass","Other","Other","No college",5,5,5,5,NA,5,1,1,1,1,1,1,"AI",3,1,4,4,"Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Unchanged at 600$","Unchanged at 100","Unchanged at 100","Increase to 125","Increase to 125","Increase to 500","Unchanged at 400","Increase to 500","Increase to 500","Decrease to 150","Unchanged at 200","Increase to 250","Unchanged at 200","Middle",NA,2,"Woman"
1,1511,"US","45 to 64","Woman","Postgrad","Pass","Other","Democratic","College",4,2,4,2,2,4,4,2,4,2,2,4,"Offshoring",4,5,2,4,"Decreases to 300$","Decreases to 300$","Unchanged at 600$","Decreases to 300$","Increase to 125","Unchanged at 100","Increase to 125","Unchanged at 100","Increase to 500","Unchanged at 400","Decrease to 300","Increase to 500","Decrease to 150","Increase to 250","Unchanged at 200","Decrease to 150","High",NA,3,"Woman"
1,1512,"US","18 to 29","Woman","Some college","Fail","Other","Other","No college",5,5,5,4,4,4,4,5,4,2,2,4,"AI",4,2,3,2,"Decreases to 300$","Decreases to 450$","Decreases to 300$","Decreases to 450$","Unchanged at 100","Decrease to 75","Decrease to 75","Unchanged at 100","Decrease to 300","Decrease to 300","Decrease to 300","Decrease to 300","Decrease to 150","Increase to 250","Increase to 250","Unchanged at 200",NA,NA,4,"Woman"
1,1513,"US","65 or older","Woman","Postgrad","Pass","Other","Democratic","College",4,3,4,2,3,4,4,3,2,2,4,4,"Offshoring",4,5,2,2,"Decreases to 450$","Decreases to 300$","Unchanged at 600$","Decreases to 450$","Increase to 125","Increase to 125","Decrease to 75","Decrease to 75","Unchanged at 400","Unchanged at 400","Unchanged at 400","Unchanged at 400","Increase to 250","Increase to 250","Decrease to 150","Decrease to 150","Middle",NA,3,"Woman"
2,1514,"Canada","18 to 29","Woman","College grad","Fail","Other","Other","College",2,3,3,3,3,4,3,3,3,2,3,3,"AI",3,3,3,3,"Decreases to 450$","Decreases to 450$","Decreases to 300$","Unchanged at 600$","Unchanged at 100","Decrease to 75","Decrease to 75","Increase to 125","Unchanged at 400","Increase to 500","Increase to 500","Unchanged at 400","Increase to 250","Decrease to 150","Increase to 250","Increase to 250","Low",11,NA,"Woman"
1,1515,"US","45 to 64","Woman","Some college","Pass","Republican","Republican","No college",4,4,5,5,4,5,5,5,4,5,5,5,"Offshoring",4,2,1,2,"Decreases to 450$","Decreases to 300$","Decreases to 450$","Decreases to 300$","Increase to 125","Decrease to 75","Decrease to 75","Decrease to 75","Unchanged at 400","Unchanged at 400","Decrease to 300","Unchanged at 400","Decrease to 150","Increase to 250","Increase to 250","Decrease to 150","High",NA,1,"Woman"
1,1516,"US","30 to 44","Woman","College grad","Fail","Democratic","Democratic","College",3,3,4,4,3,4,4,3,4,2,4,4,"Offshoring",4,5,4,3,"Unchanged at 600$","Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Unchanged at 100","Increase to 125","Increase to 125","Unchanged at 100","Unchanged at 400","Decrease to 300","Unchanged at 400","Decrease to 300","Unchanged at 200","Unchanged at 200","Unchanged at 200","Unchanged at 200","High",NA,4,"Woman"
1,1517,"US","18 to 29","Woman","HS or less","Fail","Other","Other","No college",5,2,4,2,3,4,2,2,4,3,4,5,"Offshoring",3,5,2,3,"Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Increase to 125","Increase to 125","Unchanged at 100","Unchanged at 100","Decrease to 300","Decrease to 300","Decrease to 300","Increase to 500","Unchanged at 200","Unchanged at 200","Increase to 250","Decrease to 150","Low",NA,1,"Woman"
2,1518,"Canada","45 to 64","Man","College grad","Pass","CPC","CPC","College",5,4,5,4,4,4,3,4,4,4,3,4,"Offshoring",1,2,2,3,"Decreases to 450$","Decreases to 300$","Decreases to 300$","Unchanged at 600$","Unchanged at 100","Increase to 125","Decrease to 75","Unchanged at 100","Increase to 500","Increase to 500","Decrease to 300","Decrease to 300","Increase to 250","Increase to 250","Increase to 250","Unchanged at 200","High",11,NA,"Man"
1,1519,"US","30 to 44","Man","Postgrad","Pass","Democratic","Democratic","College",4,5,3,4,4,5,5,4,5,5,5,5,"AI",5,4,5,5,"Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Decreases to 300$","Unchanged at 100","Decrease to 75","Unchanged at 100","Decrease to 75","Increase to 500","Increase to 500","Decrease to 300","Decrease to 300","Decrease to 150","Unchanged at 200","Increase to 250","Decrease to 150","High",NA,3,"Man"
1,1520,"US","45 to 64","Woman","HS or less","Fail","Other","Other","No college",4,4,4,4,4,3,4,4,5,4,2,4,"AI",5,5,3,5,"Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Decreases to 300$","Decrease to 75","Decrease to 75","Unchanged at 100","Decrease to 75","Decrease to 300","Unchanged at 400","Unchanged at 400","Increase to 500","Decrease to 150","Unchanged at 200","Unchanged at 200","Increase to 250","Middle",NA,1,"Woman"
1,1521,"US","30 to 44","Woman","HS or less","Pass","Other","Other","No college",4,4,4,3,NA,4,4,4,4,4,NA,NA,"AI",NA,NA,NA,NA,"Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Decreases to 300$","Unchanged at 100","Unchanged at 100","Decrease to 75","Decrease to 75","Increase to 500","Increase to 500","Unchanged at 400","Decrease to 300","Unchanged at 200","Unchanged at 200","Increase to 250","Unchanged at 200","Middle",NA,1,"Woman"
1,1522,"US","30 to 44","Man","HS or less","Pass","Other","Other","No college",1,1,1,5,5,1,1,1,1,5,5,1,"Offshoring",5,5,1,1,"Decreases to 450$","Decreases to 300$","Unchanged at 600$","Unchanged at 600$","Unchanged at 100","Increase to 125","Unchanged at 100","Decrease to 75","Decrease to 300","Increase to 500","Unchanged at 400","Increase to 500","Decrease to 150","Unchanged at 200","Increase to 250","Unchanged at 200","Middle",NA,1,"Man"
2,1523,"Canada","45 to 64","Man","HS or less","Pass","CPC","CPC","No college",1,4,1,5,5,5,1,4,1,5,5,5,"AI",5,4,1,1,"Decreases to 300$","Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Unchanged at 100","Increase to 125","Unchanged at 100","Unchanged at 100","Unchanged at 400","Increase to 500","Unchanged at 400","Increase to 500","Unchanged at 200","Increase to 250","Increase to 250","Unchanged at 200","Middle",9,NA,"Man"
2,1524,"Canada","30 to 44","Man","Postgrad","Fail","LPC","LPC","College",4,4,3,4,4,3,4,4,4,4,5,4,"Offshoring",4,4,4,4,"Unchanged at 600$","Decreases to 300$","Decreases to 450$","Decreases to 450$","Decrease to 75","Increase to 125","Decrease to 75","Increase to 125","Increase to 500","Increase to 500","Increase to 500","Unchanged at 400","Increase to 250","Unchanged at 200","Increase to 250","Decrease to 150","Middle",11,NA,"Man"
1,1525,"US","30 to 44","Woman","Some college","Pass","Democratic","Democratic","No college",5,5,5,1,2,4,4,4,5,1,3,5,"AI",2,2,2,4,"Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Decreases to 300$","Decrease to 75","Unchanged at 100","Unchanged at 100","Increase to 125","Unchanged at 400","Increase to 500","Decrease to 300","Increase to 500","Decrease to 150","Decrease to 150","Unchanged at 200","Unchanged at 200","Middle",NA,2,"Woman"
1,1526,"US","65 or older","Man","Some college","Pass","Democratic","Democratic","No college",3,4,4,1,2,5,4,4,4,3,3,4,"AI",4,4,2,3,"Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Unchanged at 600$","Increase to 125","Unchanged at 100","Decrease to 75","Unchanged at 100","Increase to 500","Increase to 500","Increase to 500","Increase to 500","Unchanged at 200","Increase to 250","Unchanged at 200","Increase to 250","Middle",NA,3,"Man"
2,1527,"Canada","30 to 44","Man","Some college","Pass","NDP","NDP","No college",5,5,5,1,1,4,5,5,5,1,1,4,"AI",4,4,4,4,"Decreases to 300$","Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Unchanged at 100","Decrease to 75","Unchanged at 100","Increase to 125","Decrease to 300","Decrease to 300","Unchanged at 400","Increase to 500","Increase to 250","Decrease to 150","Unchanged at 200","Unchanged at 200","Middle",9,NA,"Man"
1,1528,"US","65 or older","Man","Some college","Pass","Other","Other","No college",1,1,3,5,3,3,1,1,1,4,3,NA,"AI",3,3,3,3,"Decreases to 450$","Unchanged at 600$","Decreases to 450$","Decreases to 450$","Unchanged at 100","Unchanged at 100","Unchanged at 100","Increase to 125","Unchanged at 400","Unchanged at 400","Decrease to 300","Unchanged at 400","Decrease to 150","Unchanged at 200","Unchanged at 200","Decrease to 150",NA,NA,3,"Man"
2,1529,"Canada","18 to 29","Woman","Some college","Fail","Other","Other","No college",1,3,4,2,2,2,2,2,1,4,1,2,"AI",3,4,2,4,"Decreases to 300$","Decreases to 300$","Decreases to 300$","Unchanged at 600$","Increase to 125","Unchanged at 100","Unchanged at 100","Increase to 125","Unchanged at 400","Increase to 500","Increase to 500","Increase to 500","Increase to 250","Increase to 250","Unchanged at 200","Decrease to 150","Middle",11,NA,"Woman"
1,1530,"US","45 to 64","Man","College grad","Pass","Republican","Republican","College",4,3,4,4,3,4,3,2,4,4,2,4,"AI",4,2,4,4,"Decreases to 450$","Unchanged at 600$","Decreases to 450$","Decreases to 300$","Decrease to 75","Unchanged at 100","Decrease to 75","Decrease to 75","Unchanged at 400","Decrease to 300","Increase to 500","Increase to 500","Decrease to 150","Decrease to 150","Increase to 250","Unchanged at 200","Middle",NA,3,"Man"
1,1531,"US","30 to 44","Woman","Postgrad","Pass","Democratic","Democratic","College",4,4,4,1,3,4,4,4,4,1,NA,4,"AI",3,3,NA,NA,"Decreases to 300$","Decreases to 450$","Unchanged at 600$","Decreases to 300$","Decrease to 75","Increase to 125","Unchanged at 100","Increase to 125","Decrease to 300","Increase to 500","Unchanged at 400","Unchanged at 400","Increase to 250","Decrease to 150","Decrease to 150","Decrease to 150","High",NA,3,"Woman"
1,1532,"US","65 or older","Man","Some college","Pass","Republican","Republican","No college",2,1,2,5,3,3,2,1,2,5,1,2,"Offshoring",4,4,4,4,"Decreases to 300$","Decreases to 450$","Unchanged at 600$","Decreases to 450$","Increase to 125","Increase to 125","Decrease to 75","Decrease to 75","Decrease to 300","Decrease to 300","Decrease to 300","Increase to 500","Decrease to 150","Decrease to 150","Decrease to 150","Decrease to 150",NA,NA,1,"Man"
1,1533,"US","30 to 44","Woman","Postgrad","Fail","Democratic","Democratic","College",3,4,5,2,2,4,4,4,4,2,2,4,"Offshoring",4,3,4,2,"Unchanged at 600$","Decreases to 450$","Decreases to 300$","Decreases to 300$","Decrease to 75","Increase to 125","Increase to 125","Increase to 125","Increase to 500","Decrease to 300","Increase to 500","Increase to 500","Unchanged at 200","Increase to 250","Decrease to 150","Increase to 250","High",NA,3,"Woman"
1,1534,"US","45 to 64","Woman","Some college","Pass","Democratic","Democratic","No college",4,3,4,3,4,4,4,3,5,4,4,5,"Offshoring",2,2,2,2,"Unchanged at 600$","Decreases to 450$","Decreases to 450$","Unchanged at 600$","Unchanged at 100","Decrease to 75","Increase to 125","Unchanged at 100","Increase to 500","Increase to 500","Unchanged at 400","Unchanged at 400","Unchanged at 200","Increase to 250","Unchanged at 200","Increase to 250","Middle",NA,1,"Woman"
1,1535,"US","45 to 64","Woman","Some college","Fail","Democratic","Democratic","No college",4,5,5,5,4,3,4,1,5,4,1,NA,"Offshoring",2,2,1,1,"Unchanged at 600$","Decreases to 450$","Decreases to 450$","Unchanged at 600$","Unchanged at 100","Increase to 125","Increase to 125","Decrease to 75","Decrease to 300","Increase to 500","Decrease to 300","Unchanged at 400","Increase to 250","Unchanged at 200","Unchanged at 200","Increase to 250","Middle",NA,3,"Woman"
1,1536,"US","30 to 44","Man","College grad","Pass","Republican","Republican","College",2,4,4,5,3,4,2,4,5,4,4,3,"Offshoring",4,3,2,4,"Decreases to 450$","Unchanged at 600$","Decreases to 450$","Unchanged at 600$","Unchanged at 100","Increase to 125","Decrease to 75","Unchanged at 100","Unchanged at 400","Decrease to 300","Unchanged at 400","Decrease to 300","Decrease to 150","Decrease to 150","Unchanged at 200","Increase to 250","Middle",NA,1,"Man"
1,1537,"US","30 to 44","Man","Postgrad","Pass","Other","Other","College",2,4,2,1,4,2,2,3,1,1,4,4,"AI",4,3,1,2,"Unchanged at 600$","Decreases to 300$","Unchanged at 600$","Unchanged at 600$","Increase to 125","Increase to 125","Unchanged at 100","Increase to 125","Decrease to 300","Unchanged at 400","Increase to 500","Unchanged at 400","Decrease to 150","Decrease to 150","Increase to 250","Unchanged at 200","High",NA,2,"Man"
2,1538,"Canada","30 to 44","Woman","Some college","Fail","CPC","CPC","No college",3,3,3,3,3,3,3,3,3,3,3,3,"AI",3,3,3,3,"Unchanged at 600$","Decreases to 300$","Decreases to 300$","Unchanged at 600$","Unchanged at 100","Increase to 125","Unchanged at 100","Increase to 125","Decrease to 300","Unchanged at 400","Unchanged at 400","Increase to 500","Unchanged at 200","Decrease to 150","Unchanged at 200","Unchanged at 200","Middle",11,NA,"Woman"
2,1539,"Canada","65 or older","Man","Some college","Fail","LPC","LPC","No college",4,4,5,3,4,5,4,4,5,3,3,5,"AI",3,3,3,3,"Decreases to 300$","Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Decrease to 75","Decrease to 75","Decrease to 75","Increase to 125","Unchanged at 400","Increase to 500","Increase to 500","Decrease to 300","Unchanged at 200","Increase to 250","Increase to 250","Decrease to 150","Middle",11,NA,"Man"
1,1540,"US","45 to 64","Man","College grad","Pass","Other","Republican","College",2,1,4,2,2,2,2,1,3,1,2,2,"AI",5,5,4,2,"Decreases to 300$","Decreases to 300$","Decreases to 300$","Unchanged at 600$","Increase to 125","Decrease to 75","Increase to 125","Unchanged at 100","Decrease to 300","Unchanged at 400","Unchanged at 400","Unchanged at 400","Decrease to 150","Increase to 250","Increase to 250","Unchanged at 200","High",NA,2,"Man"
1,1541,"US","45 to 64","Man","Some college","Fail","Republican","Republican","No college",4,1,5,5,1,5,5,1,5,5,2,5,"AI",2,2,2,2,"Unchanged at 600$","Decreases to 300$","Decreases to 300$","Decreases to 300$","Unchanged at 100","Unchanged at 100","Unchanged at 100","Unchanged at 100","Increase to 500","Decrease to 300","Increase to 500","Unchanged at 400","Increase to 250","Unchanged at 200","Increase to 250","Increase to 250","Low",NA,2,"Man"
1,1542,"US","65 or older","Man","College grad","Fail","Republican","Republican","College",3,3,3,5,3,3,NA,NA,NA,NA,NA,NA,"AI",3,5,5,5,"Unchanged at 600$","Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Increase to 125","Unchanged at 100","Increase to 125","Unchanged at 100","Unchanged at 400","Increase to 500","Decrease to 300","Increase to 500","Increase to 250","Increase to 250","Increase to 250","Unchanged at 200","Middle",NA,1,"Man"
1,1543,"US","18 to 29","Man","Some college","Pass","Democratic","Democratic","No college",4,5,4,4,2,4,4,5,4,4,2,4,"AI",5,5,5,5,"Decreases to 300$","Decreases to 450$","Unchanged at 600$","Unchanged at 600$","Decrease to 75","Unchanged at 100","Decrease to 75","Increase to 125","Unchanged at 400","Decrease to 300","Unchanged at 400","Decrease to 300","Decrease to 150","Unchanged at 200","Increase to 250","Increase to 250","Low",NA,1,"Man"
1,1544,"US","65 or older","Man","Some college","Fail","Republican","Republican","No college",2,2,2,5,5,2,2,1,4,5,5,5,"Offshoring",2,1,1,1,"Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Decreases to 450$","Increase to 125","Decrease to 75","Increase to 125","Unchanged at 100","Unchanged at 400","Decrease to 300","Decrease to 300","Unchanged at 400","Increase to 250","Unchanged at 200","Decrease to 150","Increase to 250","Middle",NA,4,"Man"
2,1545,"Canada","30 to 44","Woman","Some college","Fail","Other","Other","No college",3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,"AI",NA,NA,NA,NA,"Unchanged at 600$","Decreases to 300$","Decreases to 450$","Decreases to 450$","Decrease to 75","Increase to 125","Increase to 125","Unchanged at 100","Increase to 500","Increase to 500","Decrease to 300","Decrease to 300","Increase to 250","Increase to 250","Unchanged at 200","Increase to 250","Low",4,NA,"Woman"
1,1546,"US","65 or older","Man","HS or less","Pass","Republican","Republican","No college",3,1,4,4,4,3,3,1,4,4,3,4,"AI",4,2,4,4,"Decreases to 300$","Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Unchanged at 100","Decrease to 75","Decrease to 75","Increase to 125","Increase to 500","Decrease to 300","Increase to 500","Increase to 500","Increase to 250","Unchanged at 200","Decrease to 150","Unchanged at 200","Low",NA,3,"Man"
2,1547,"Canada","45 to 64","Woman","Postgrad","Pass","Other","Other","College",1,1,3,1,1,3,1,4,4,1,1,5,"AI",2,2,1,2,"Decreases to 300$","Decreases to 450$","Decreases to 300$","Decreases to 450$","Decrease to 75","Unchanged at 100","Unchanged at 100","Decrease to 75","Decrease to 300","Decrease to 300","Increase to 500","Unchanged at 400","Increase to 250","Increase to 250","Decrease to 150","Unchanged at 200","Middle",11,NA,"Woman"
1,1548,"US","65 or older","Man","Postgrad","Pass","Other","Democratic","College",4,4,4,2,1,4,4,4,4,2,2,4,"Offshoring",4,4,4,4,"Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Decreases to 300$","Increase to 125","Increase to 125","Decrease to 75","Unchanged at 100","Increase to 500","Unchanged at 400","Unchanged at 400","Decrease to 300","Increase to 250","Unchanged at 200","Decrease to 150","Increase to 250","High",NA,4,"Man"
1,1549,"US","45 to 64","Man","Some college","Pass","Republican","Republican","No college",1,3,5,5,5,5,3,3,3,3,3,3,"AI",3,3,3,3,"Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Decreases to 450$","Increase to 125","Decrease to 75","Unchanged at 100","Increase to 125","Increase to 500","Unchanged at 400","Decrease to 300","Increase to 500","Decrease to 150","Decrease to 150","Increase to 250","Increase to 250","Low",NA,3,"Man"
1,1550,"US","65 or older","Man","Some college","Fail","Other","Other","No college",3,5,4,5,3,2,3,3,4,5,4,4,"AI",3,3,3,3,"Decreases to 450$","Decreases to 450$","Decreases to 450$","Unchanged at 600$","Unchanged at 100","Increase to 125","Increase to 125","Decrease to 75","Unchanged at 400","Increase to 500","Unchanged at 400","Unchanged at 400","Unchanged at 200","Unchanged at 200","Increase to 250","Increase to 250","Middle",NA,2,"Man"
2,1551,"Canada","45 to 64","Woman","HS or less","Fail","NDP","NDP","No college",5,5,4,4,3,4,5,5,5,4,3,4,"Offshoring",3,3,4,3,"Unchanged at 600$","Unchanged at 600$","Decreases to 450$","Decreases to 300$","Decrease to 75","Decrease to 75","Unchanged at 100","Unchanged at 100","Unchanged at 400","Unchanged at 400","Decrease to 300","Decrease to 300","Unchanged at 200","Increase to 250","Unchanged at 200","Decrease to 150","High",2,NA,"Woman"
1,1552,"US","30 to 44","Man","HS or less","Fail","Democratic","Democratic","No college",5,5,5,2,2,4,5,4,5,1,4,5,"Offshoring",2,5,5,4,"Decreases to 300$","Unchanged at 600$","Decreases to 300$","Decreases to 450$","Unchanged at 100","Increase to 125","Unchanged at 100","Decrease to 75","Decrease to 300","Increase to 500","Increase to 500","Increase to 500","Decrease to 150","Decrease to 150","Unchanged at 200","Unchanged at 200","Low",NA,2,"Man"
1,1553,"US","65 or older","Man","College grad","Pass","Republican","Republican","College",3,2,3,4,3,4,2,2,3,4,3,4,"Offshoring",3,3,3,3,"Decreases to 450$","Decreases to 300$","Decreases to 300$","Decreases to 300$","Increase to 125","Unchanged at 100","Increase to 125","Unchanged at 100","Decrease to 300","Decrease to 300","Decrease to 300","Unchanged at 400","Increase to 250","Unchanged at 200","Unchanged at 200","Unchanged at 200","Middle",NA,3,"Man"
1,1554,"US","45 to 64","Woman","Some college","Fail","Democratic","Democratic","No college",NA,NA,4,NA,NA,4,NA,NA,NA,NA,NA,NA,"AI",NA,NA,NA,NA,"Decreases to 300$","Unchanged at 600$","Decreases to 300$","Decreases to 300$","Increase to 125","Increase to 125","Increase to 125","Unchanged at 100","Decrease to 300","Unchanged at 400","Unchanged at 400","Unchanged at 400","Decrease to 150","Increase to 250","Unchanged at 200","Unchanged at 200","Low",NA,3,"Woman"
1,1555,"US","65 or older","Man","College grad","Pass","Other","Other","College",1,1,1,4,NA,NA,1,1,1,4,NA,NA,"AI",4,4,5,3,"Unchanged at 600$","Decreases to 450$","Decreases to 450$","Unchanged at 600$","Increase to 125","Decrease to 75","Unchanged at 100","Increase to 125","Unchanged at 400","Unchanged at 400","Increase to 500","Unchanged at 400","Decrease to 150","Increase to 250","Increase to 250","Unchanged at 200","Low",NA,1,"Man"
1,1556,"US","30 to 44","Man","HS or less","Fail","Democratic","Democratic","No college",3,4,1,4,4,2,3,4,1,4,3,3,"Offshoring",4,5,NA,3,"Decreases to 450$","Decreases to 300$","Decreases to 300$","Decreases to 300$","Decrease to 75","Unchanged at 100","Decrease to 75","Decrease to 75","Increase to 500","Decrease to 300","Decrease to 300","Increase to 500","Unchanged at 200","Unchanged at 200","Unchanged at 200","Unchanged at 200","Low",NA,4,"Man"
1,1557,"US","45 to 64","Woman","College grad","Pass","Other","Democratic","College",2,2,5,3,1,3,2,2,5,2,1,2,"Offshoring",1,4,4,4,"Unchanged at 600$","Decreases to 300$","Decreases to 450$","Decreases to 300$","Unchanged at 100","Decrease to 75","Decrease to 75","Unchanged at 100","Increase to 500","Decrease to 300","Increase to 500","Decrease to 300","Unchanged at 200","Decrease to 150","Decrease to 150","Increase to 250",NA,NA,3,"Woman"
2,1558,"Canada","45 to 64","Woman","Some college","Fail","Other","Other","No college",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AI",NA,NA,NA,NA,"Decreases to 300$","Decreases to 300$","Decreases to 450$","Unchanged at 600$","Increase to 125","Increase to 125","Unchanged at 100","Unchanged at 100","Decrease to 300","Decrease to 300","Unchanged at 400","Decrease to 300","Increase to 250","Increase to 250","Increase to 250","Increase to 250",NA,11,NA,"Woman"
1,1559,"US","65 or older","Man","Some college","Pass","Other","Other","No college",2,1,4,4,4,5,1,1,4,4,4,5,"AI",3,3,3,3,"Unchanged at 600$","Decreases to 300$","Decreases to 300$","Unchanged at 600$","Decrease to 75","Increase to 125","Unchanged at 100","Unchanged at 100","Decrease to 300","Decrease to 300","Decrease to 300","Unchanged at 400","Decrease to 150","Unchanged at 200","Increase to 250","Decrease to 150",NA,NA,2,"Man"
2,1560,"Canada","45 to 64","Man","Some college","Pass","CPC","CPC","No college",2,2,4,3,3,4,2,2,4,3,3,4,"AI",3,3,3,3,"Decreases to 450$","Decreases to 450$","Decreases to 300$","Decreases to 300$","Unchanged at 100","Decrease to 75","Decrease to 75","Unchanged at 100","Decrease to 300","Increase to 500","Unchanged at 400","Decrease to 300","Decrease to 150","Unchanged at 200","Decrease to 150","Increase to 250",NA,9,NA,"Man"
1,1561,"US","65 or older","Man","Some college","Pass","Republican","Republican","No college",2,1,4,NA,5,5,1,1,4,5,4,5,"Offshoring",1,4,4,4,"Decreases to 450$","Decreases to 300$","Decreases to 450$","Decreases to 300$","Decrease to 75","Unchanged at 100","Increase to 125","Decrease to 75","Decrease to 300","Increase to 500","Decrease to 300","Increase to 500","Unchanged at 200","Decrease to 150","Increase to 250","Decrease to 150","Middle",NA,2,"Man"
1,1562,"US","45 to 64","Woman","HS or less","Pass","Other","Republican","No college",5,5,5,5,5,5,5,5,5,5,5,5,"Offshoring",2,2,1,1,"Decreases to 450$","Decreases to 450$","Decreases to 450$","Decreases to 300$","Increase to 125","Increase to 125","Increase to 125","Increase to 125","Unchanged at 400","Increase to 500","Decrease to 300","Increase to 500","Increase to 250","Unchanged at 200","Increase to 250","Decrease to 150","Middle",NA,3,"Woman"
1,1563,"US","65 or older","Man","College grad","Pass","Republican","Republican","College",2,2,5,5,4,4,2,1,5,5,3,4,"Offshoring",4,4,2,4,"Decreases to 450$","Decreases to 450$","Decreases to 300$","Decreases to 450$","Unchanged at 100","Unchanged at 100","Decrease to 75","Decrease to 75","Increase to 500","Decrease to 300","Unchanged at 400","Unchanged at 400","Decrease to 150","Increase to 250","Decrease to 150","Increase to 250","Middle",NA,2,"Man"
2,1564,"Canada","65 or older","Man","HS or less","Pass","Other","Other","No college",5,5,5,4,5,5,5,5,5,5,5,5,"Offshoring",2,2,2,2,"Decreases to 450$","Decreases to 300$","Decreases to 450$","Unchanged at 600$","Decrease to 75","Unchanged at 100","Unchanged at 100","Decrease to 75","Decrease to 300","Unchanged at 400","Increase to 500","Increase to 500","Unchanged at 200","Unchanged at 200","Unchanged at 200","Decrease to 150","Middle",11,NA,"Man"
1,1565,"US","65 or older","Man","HS or less","Pass","Other","Republican","No college",1,1,3,5,4,3,2,3,4,5,3,3,"AI",4,4,4,2,"Decreases to 300$","Decreases to 300$","Decreases to 300$","Unchanged at 600$","Unchanged at 100","Increase to 125","Increase to 125","Increase to 125","Increase to 500","Unchanged at 400","Increase to 500","Increase to 500","Increase to 250","Decrease to 150","Unchanged at 200","Decrease to 150","Middle",NA,3,"Man"
